收益率除天数,收益率除天数,收益率除天数
median,count,std
0.17,1,
0.4183720930232558,3,0.14405541941779115
0.47824074074074074,20,0.5492372230552024
1.024,1,
0.47064732142857146,10,1.2430257450217506
0.808125,8,0.667675181526723
63.93166666666667,2,86.06668038342261
0.41264705882352937,5,0.2944179592901146
0.4740794573643411,4,1.3704712012953193
0.16671641791044775,1,
0.3976781326781327,6,3.541639902385732
0.29266369624176675,2,0.2678595005943043
0.7439130434782608,3,25.00859993333353
3.911,1,
0.69,1,
0.29041666666666666,1,
0.35909090909090907,1,
0.5614285714285715,26,0.32563021549836496
0.15476190476190477,167,0.13146601442050182
0.5683214793741109,2,0.3618817606476474
18.312678571428574,2,25.041934117585445
0.15476190476190477,26,0.31241614538859885
0.525,9,0.1837018804950727
1.273021978021978,4,8.327959271501449
0.3393181818181818,1,
0.6148,1,
0.15969230769230772,3,0.061044300500049456
0.9111764705882353,1,
0.155,1,
0.16866666666666666,1,
0.8681818181818183,1,
0.2707219869079707,14,0.19917050916067217
0.11048780487804878,1,
0.4562962962962963,2,0.2634627488420988
0.22816666666666666,1,
0.17342105263157895,9,0.07747337754222514
0.12985725308641974,2,0.009924592862487125
0.18297588285960378,4,0.16060354465703283
0.33218749999999997,2,0.29389125593065873
0.5195652173913043,11,15.032069157970604
0.4073529411764706,33,2.0328636701737044
0.2678048780487805,15,0.9397715119270191
0.5205619412515965,82,1.28012643464247
0.9719230769230769,1,
0.2207462686567164,1,
0.16827391197442831,2,0.08036711053249808
0.46799999999999997,7,61.14454110175197
0.09431818181818183,1,
0.38085714285714284,7,0.4989572078066534
0.14897346141322043,4,0.07824750585203144
9.891666666666667,1,
0.29534090909090904,50,1.059115421943891
0.09090909090909091,1,
0.4196551724137931,15,12.103344381103588
0.275,9,0.8734070850093202
0.17543859649122806,1,
0.318,25,0.5968649093630297
0.34225,1,
0.6562333333333333,2,0.5408424067035507
3.2971428571428576,4,458.1085285280025
0.44760869565217387,2,0.12082302826361435
0.18543607305936072,20,1.5147474468704611
0.2873809523809524,135,9.66295421670041
0.1311111111111111,1,
0.1296799719887955,2,0.0057766860709539455
0.3070952380952381,32,0.7400704089692157
0.40889008620689654,134,23.62506717053102
0.21173076923076922,1,
0.3056051797040169,116,3.7314753856570855
0.5023076923076923,1,
0.3372727272727273,143,0.7148159622351284
0.235,1,
0.2685365853658537,85,9.972440149194123
0.1319610123119015,2,0.007542149894543768
0.348125,1,
1.0627027027027027,1,
0.15086163153786103,4,0.12745683189660742
0.11383426966292134,2,0.0018869422531663544
0.4604824561403509,2,0.20909271573507468
0.489,1,
4.6610344827586205,2,6.381354231963287
3.4672727272727273,1,
0.20768805970149254,6,0.5829076699975113
0.12048192771084337,1,
0.3417647058823529,1,
0.15909048507462686,16,0.6622369794183715
0.29000000000000004,1,
0.33476190476190476,1,
0.26472877358490565,22,0.27427148203927193
0.44472222222222224,1,
0.6111428571428572,1,
0.355,67,4.9432773569562025
0.1711174636174636,22,0.5285532934997152
0.10476744186046512,1,
0.11471910112359551,1,
1.561283542039356,2,2.0683758814369897
0.16141025641025641,1,
0.19809620596205962,2,0.09147355609739795
2.2966860465116277,2,3.0735300683179454
0.12738095238095237,1,
0.12769230769230772,1,
0.18884615384615386,1,
0.37897435897435894,1,
0.6125,1,
0.1572093023255814,6,0.8470561862490363
0.33849999999999997,17,2.492708041603535
0.8166295546558705,2,0.6781497565237867
0.24910714285714283,1,
1.3676923076923078,1,
3.7635483870967743,2,5.001297833643949
8.12,1,
0.32217750257997935,2,0.10257061833186906
0.5581,4,0.5930405088661735
2.272727272727273,1,
0.17566666666666667,1,
0.6463636363636364,3,0.2727680086396998
0.23033898305084746,3,1.2886585600109852
0.3345945945945946,29,0.9210487169948773
0.2925,1,
0.1455952380952381,1,
0.28415094339622643,3,0.1446026583573668
0.11,3,0.03966811491729607
0.4042321428571429,4,2.873822436024002
2.111818181818182,1,
0.15975,23,0.16135688237906434
1.9910858585858586,4,1.6576135046718745
0.2669516129032258,4,0.7317839353992404
0.29125,65,1.3702527339509882
0.12734939759036146,3,0.3153280759436845
0.28485849056603774,50,2.5978251675965662
0.6895238095238095,1,
0.1277669133192389,14,0.40804077805801997
5.246522988505747,2,7.252761743973812
0.16835616438356163,7,1.491126082771902
0.11127777777777778,4,0.00654864670466742
0.1316279069767442,31,1.7003175706075608
0.14529999999999998,2,0.0428506709399048
0.12048192771084337,1,
0.40941176470588236,1,
0.43288793103448275,8,10.819925998037917
0.11227272727272729,1,
0.12724137931034482,7,0.1152822989773302
0.3161904761904762,13,0.9887125145808571
0.6556521739130435,1,
0.7576470588235295,9,1.953786960709359
0.2752380952380952,13,28.796488360747425
0.44363636363636366,33,1.7096196881485366
0.34925,9,0.4314485362765616
0.572,11,0.5429444339661151
0.31022222222222223,1,
0.5211538461538462,1,
0.7778947368421052,1,
0.38254677754677757,2,0.11062325422928834
0.4893103448275862,5,0.496753820507219
0.16166666666666668,1,
0.12928571428571428,1,
0.09090909090909091,1,
0.12843373493975904,1,
0.4097222222222222,7,1.1643259858608817
1.0637301587301589,2,1.378633744970534
13.3275,1,
0.22999999999999998,3,0.10952220997806084
0.30509654471544717,4,0.23883957521479157
0.515,1,
0.1447674418604651,3,0.20082236290995173
0.2877272727272727,1,
0.41009090909090906,14,0.6110800491184321
0.11880218548613057,6,9.286951071795297
0.12670588235294117,1,
0.6905194805194805,2,0.0881587675245566
0.29894736842105263,1,
0.23773584905660378,1,
0.21693548387096773,23,0.7678263992934186
0.17705128205128207,7,0.5714480589622184
0.11388235294117646,1,
0.3806976744186047,4,1.8798653751044265
0.09090909090909091,1,
0.37885714285714284,13,2.670850084561961
0.12445783132530121,1,
0.1308433734939759,1,
0.8089473684210526,1,
10.655,1,
0.1563752052545156,2,0.05664401366204552
0.225390625,14,0.4030997685678186
0.970625,1,
0.32542857142857146,1,
0.4172972972972973,5,0.5710168242167862
0.6933333333333334,1,
1.6475,1,
0.1003370786516854,1,
0.2530769230769231,1,
0.15022222222222223,13,2.605891818623532
0.17714285714285716,3,0.40123085428854144
0.13414634146341464,1,
0.14845151367977982,4,0.29193593567212506
0.35083471531232724,8,0.7264336861659858
0.1447674418604651,3,3.5578228800006966
0.13231131422240688,8,0.7254029785957444
0.2634353741496599,34,1.3464075439224856
1.8022222222222222,3,1.0223097514670287
0.1365340909090909,2,0.04604229382044223
0.3741935483870968,1,
0.952888198757764,6,0.6894716510049144
0.1938888888888889,21,0.699644261782362
0.5813333333333334,4,0.38303866310904755
0.0977906976744186,1,
0.337906976744186,16,0.43781770147443366
0.16585714285714284,1,
0.09261363636363637,1,
0.519,11,0.6209202944499291
0.4106505376344086,30,2.9577483265074243
0.5737103174603174,4,0.33076964532064307
0.1393103448275862,1,
0.2080701754385965,1,
0.3087857142857143,2,0.035658384822693005
