收益率除天数,收益率除天数,收益率除天数
median,count,std
0.3422727272727273,149,2.4954096522337017
0.09090909090909091,1,
0.97,5,0.5832503601160949
0.27895833333333336,45,1.3226762554143316
0.5549999999999999,21,13.757665580853068
0.18968253968253967,19,1.7182487711531529
0.24517884036144577,4,0.28802331950064697
0.41296875,36,0.8024836985596211
0.39215686274509803,3,0.2375594102696496
0.13253012048192772,3,0.4528401669623813
5.1325,1,
0.5371428571428571,1,
0.3454054054054054,1,
0.8375291375291374,4,2.727320320383692
0.2155737704918033,3,0.3397336745099275
0.2164705882352941,1,
0.25377272727272726,14,0.2985245178739781
0.32195977011494253,8,0.36999810283695006
0.5868058823529412,2,0.45623361412486857
1.2275,1,
0.16393442622950818,1,
0.17314285714285713,1,
0.21261538461538462,1,
0.3015189873417722,1,
1.0605555555555555,6,1.3207535350432411
0.13352272727272727,13,0.5843221975847029
0.73,1,
0.14098765432098764,1,
0.15687500000000001,1,
0.9477777777777777,1,
0.282,7,0.26828304876873077
0.25105263157894736,9,0.2191951901867824
0.14304347826086955,3,0.0810085600663316
0.3792105263157895,1,
1.615625,1,
0.30146341463414633,15,0.7085856300769462
0.2690476190476191,1,
0.349532967032967,2,0.10975695916769207
21.3875,1,
0.30568181818181817,1,
0.8383333333333334,2,0.629661752770878
0.2936413043478261,2,0.044040454958683875
0.19191391941391941,2,0.11315003566349571
14.045,1,
2.313846153846154,1,
6.9425,1,
13.69,1,
0.47483870967741937,1,
3.423733108108108,2,4.366408262569538
0.18333333333333335,1,
0.3412023305084746,2,0.14767595541411846
0.4235135135135135,15,2.8979731861578637
0.7290401785714286,2,0.4427940544510581
0.34731707317073174,3,0.30401944446805224
0.12928571428571428,3,5.398883372030782
0.32972222222222225,60,4.975999825365833
1.1393333333333333,7,2.853345920298648
0.40875,13,0.3536012542056163
0.5628571428571428,19,1.3179162119969063
0.09090909090909091,1,
1.3705882352941177,1,
0.10595505617977528,1,
2.75,1,
0.8089473684210526,1,
0.1983720930232558,2,0.10162604436588052
0.31202020202020203,122,0.5212779698305617
2.5707692307692307,5,1.7549507535636266
0.28588435374149657,4,2.411178630821741
0.5585714285714286,35,1.6077814873187528
0.12694117647058822,1,
0.5947792207792209,2,0.6268088370995972
0.29557692307692307,64,1.0414930894607
0.3830538555691554,2,0.37826318080487215
0.3553153910849453,18,7.7593120228364505
0.6118181818181818,1,
0.41314285714285715,49,6.8852212939522
0.3791428571428571,63,2.1812370701233856
0.2895888888888889,502,18.936140813745517
0.127584388185654,2,0.013082967238409323
0.33147540983606555,40,0.48928637793656
0.12767441860465117,1,
0.29557692307692307,1,
0.2454720853858785,22,4.883743148510698
0.33285714285714285,119,1.3200173614401192
0.24313432835820895,71,1.428899955904747
0.12225,1,
0.11793103448275861,1,
0.30805237315875617,74,28.882089554054044
0.1007865168539326,1,
0.19545454545454546,31,23.768978922676467
0.24466666666666667,11,0.2634680369519944
0.37077678571428574,252,5.087872966624131
0.2823913043478261,13,3.754821325637516
0.2740740740740741,1,
1.1171428571428572,12,0.49971762702189515
0.3598181818181818,313,0.9088043596595023
0.24574074074074073,13,0.7379418674101794
0.3,137,2.3089020194973306
0.23078125,189,2.8563978245714416
0.3545714285714286,107,3.4440450419112736
0.22413793103448276,1,
0.18832317073170735,14,0.26460787429057486
0.1546212121212121,2,0.020677516480152078
0.33,1,
1.831,3,3.5476702346504094
0.9409429824561404,2,0.820088798899819
0.2546428571428571,1,
0.36150000000000004,1,
3.5447297297297293,2,4.737997653831591
0.12011363636363637,1,
0.1605194805194805,1,
0.11477777777777778,11,0.013995515800417068
0.09714285714285714,1,
0.6124,43,0.06438195078801133
0.41346153846153844,219,0.3309412962495926
0.792375995101041,2,0.8998918890370525
0.4633928571428571,8,0.06838674978398634
0.43613488372093023,2,0.15141293949891294
3.504,1,
0.29772727272727273,5,0.38448268489338033
0.1295945945945946,1,
0.12643678160919541,1,
0.2243421052631579,1,
0.343875,8,3.215102649083965
0.5639408602150537,14,2.089891280772872
0.26799999999999996,9,2.4586409986981486
0.7305882352941176,3,0.7239054935362434
0.2101814058956916,6,0.352403621338795
0.17329411764705882,3,9.521983805035736
0.5330434782608695,1,
0.3355932203389831,1,
1.3763636363636365,1,
0.20018181818181818,1,
0.14244950055493893,2,0.041897450189150955
0.08888888888888889,1,
0.1918878048780488,14,0.5974519602216449
0.22452807646356032,26,0.7532629095630686
0.3418887492143306,46,6.657924699863887
0.17605203619909504,4,0.11964026603288688
0.21280000000000002,65,13.453571319225123
0.2687955182072829,84,12.389994176465306
0.29995098039215684,6,8.958161524150496
0.2948522727272727,106,13.545910848915373
0.32058029689608636,38,2.4440241659624724
0.5173015873015874,4,0.38838800173458604
0.4440909090909091,4,0.4390104659152345
0.7288275862068966,2,0.4372358206978335
0.6969464285714286,2,0.5942474881464518
0.5861904761904763,3,1.12289539372929
2.6598214285714286,4,3.0644711841727257
0.36806451612903224,1,
0.42714285714285716,2,0.0
0.73,13,9.702819541960155
0.4053333333333333,13,0.6294240564557969
0.4657142857142857,1,
0.3485926170072512,12,0.5221453286894665
1.316923076923077,1,
0.34384615384615386,1,
0.21618421052631578,1,
1.207142857142857,1,
0.20636363636363636,1,
0.6704545454545454,1,
0.20018181818181818,5,0.04840972509906955
0.18957936507936507,36,0.4496901663681692
0.28566895059502345,4,0.1903204138080114
0.3540625,11,0.35544683995563453
0.2649122807017544,1,
0.7311764705882353,7,0.5294559768782514
0.22816326530612244,39,0.42981541322080496
2.826233333333333,2,3.6492838167996133
0.2976923076923077,86,11.089514560739222
0.12255362614913176,2,0.045243277603192376
0.17645402298850574,24,16.4868282846511
0.3349966216216216,172,0.92790135591138
0.213490990990991,6,0.2721480398453549
0.5455555555555556,13,7.682810066558779
0.3542105263157895,83,1.8313126672843396
0.16499999999999998,1,
0.9092631578947369,8,0.7582779429090105
0.12734939759036146,3,0.20939968049376706
0.35333333333333333,1,
0.1475,3,0.10346967881441785
0.6324910714285714,2,0.7005534165537651
0.6762406015037594,14,0.45146978481029865
0.6165,3,76.37015156951045
0.8964285714285715,1,
0.354375,53,1.0910755973702764
0.08888888888888889,1,
0.21079365079365078,35,25.54278149698548
0.2038888888888889,3,1.204711415832139
0.18839602169981917,4,0.480423602951734
0.32987087517934,62,4.194492016917933
0.14884157509157508,16,0.4354609022914578
0.28407945736434104,4,0.061212627948321476
0.1228395061728395,1,
15.843333333333334,1,
0.4243372319688109,6,0.4175174075804485
0.4758630952380952,28,1.1948798859438823
0.5581818181818181,27,3.4553089626421016
0.3586842105263158,15,0.5898590935078217
0.3100907441016334,8,0.3081307434723228
0.17123287671232876,1,
1.1492307692307693,1,
0.5256000000000001,7,1.0418642893538432
0.32951219512195123,37,32.00604960248059
0.25037037037037035,150,3.3603631928613553
0.5202126151665486,2,0.5969965742678316
0.14693486590038313,2,0.003521987799013483
0.1511627906976744,9,0.07613614046669959
0.5005172413793103,52,0.4730045208939247
0.170125,13,1.0382016223032329
0.3004225628930818,14,0.5376751431585922
0.18778428093645483,56,1.155320796447072
0.27262295081967214,14,0.2793449661496009
5.194568965517242,2,7.17067233604296
1.4104166666666667,2,0.15615274751202915
0.18842857142857142,1,
0.2375085082246171,2,0.1373804595722758
0.36934659090909094,22,1.045641655843615
0.18452054794520548,30,0.25874322032189634
0.14134234711912336,6,6.274147237356397
0.27540411286465805,44,1.7800638662031678
0.18828522920203733,12,2.564841227471151
0.5808333333333333,1,
0.09090909090909091,1,
0.0898876404494382,1,
0.12011904761904761,3,0.042130383695354545
0.2599423076923077,70,0.6052359010900217
0.1248780487804878,3,0.25629462673637754
0.3795892857142857,38,0.5258318518215616
0.205,1,
0.17964209401709402,48,5.893750090857324
0.140125,1,
0.63375,47,36.59145311281398
0.17780487804878048,9,0.21707097252216903
0.16794871794871793,1,
0.18628571428571428,13,0.18977611835105562
0.09090909090909091,1,
0.148625,1,
0.19056338028169012,1,
0.2918421052631579,1,
0.929360902255639,2,0.2655637873704365
0.1924404117009751,26,0.20363240031655236
0.4908333333333334,4,18.019166180014118
0.32589285714285715,3,0.09845214703144893
0.19644736842105262,3,0.046397924356003005
0.392,1,
0.49222222222222217,5,0.31814027296147634
1.0464285714285715,7,50.753711522786816
0.18753246753246752,55,0.3211835182698812
0.21044776119402986,79,1.3184396670212484
0.15372093023255815,1,
0.21,1,
0.33147540983606555,3,0.145601294336397
4.6450000000000005,1,
0.13493333333333332,1,
0.3610668958223162,26,0.6047801554177469
0.34903225806451615,69,2.0799451464313603
0.1486046511627907,5,0.32059660296282605
0.6972727272727273,1,
0.4159375,5,0.15127273764741578
0.3378671328671329,350,6.002476445591624
0.27186720142602494,66,25.650013852476096
0.2811208920187793,6,1.59756554441306
0.316875,987,7.9206767420298005
0.1588,1,
0.37557142857142856,40,1.32940437785622
0.3004225352112676,1,
0.2932608695652174,166,13.055875973716383
0.3821951219512195,120,1.1976260993845955
0.12105263157894736,1,
0.2691228070175439,287,28.45827153398546
0.09090909090909091,1,
0.30604651162790697,169,5.343555946068073
0.23330645161290325,6,0.10036629756016693
0.2321190476190476,2,0.12562930479080994
0.4196551724137931,3,0.5139036521883045
0.09090909090909091,1,
0.31431818181818183,3,0.05987480623871902
0.5452,1,
0.4824888888888889,2,0.009490944351926106
0.3814285714285714,1,
0.1949056603773585,33,0.48330789781319544
0.5068,1,
6.083333333333333,1,
0.3393181818181818,1,
1.1102110389610391,2,1.3325978283757518
0.5896269841269841,2,0.3768654665381065
0.5675,1,
0.17546666666666666,1,
0.292,1,
0.24555555555555558,27,0.5398999141054128
0.9309375,18,0.9838615625103921
0.3061221590909091,16,4.324729198946646
0.6036057692307693,20,1.540290091933485
0.27429674572531715,4,0.2885406074001952
0.36584733893557425,4,0.28971493639235435
0.6952941176470588,7,0.2594785403540129
0.8839722222222223,2,0.8252328973547669
0.29108004385964914,18,2.3220082649436575
0.31853658536585366,155,3.519125682269991
0.3630952380952381,107,6.166454286760759
0.18537037037037038,19,0.2307403007664075
0.323325,8,0.27790261917896586
0.753,1,
0.18569620253164557,11,0.3572387630315085
0.5017633928571429,6,0.21991287727337852
0.28285714285714286,10,12.978501637984659
0.961875,1,
0.11275862068965518,3,0.014413111178196736
0.11689655172413793,1,
0.15454545454545454,1,
0.3104347826086956,296,0.7165648719757558
0.32898138297872337,28,0.8595600493272315
0.3535483870967742,105,1.0456587089072271
0.35560975609756096,315,13.606007019142169
0.18072289156626506,1,
1.1342857142857143,3,0.5918371672749416
0.11139534883720931,1,
0.30694496560350215,40,18.64925723512762
0.12822515060240963,4,0.022229118459000795
0.18285044941671447,24,3.829893883997813
1.3578571428571429,5,5.556478105314207
0.2675732031943212,28,1.2559907896356235
0.5741137123745819,14,0.9676567949019834
0.5809375,5,0.4373790707655116
0.16902777777777778,1,
0.22779661016949151,133,1.486054010013473
0.3237492909812819,62,28.218206001838965
0.1144943820224719,1,
18.582790697674422,2,26.116577854531425
0.28077798861480074,6,0.08810413092243366
0.25113636363636366,7,0.2569335952813664
0.20140625,1,
0.5013793103448275,9,0.6854057054371584
0.2918421052631579,15,0.3301895286992411
0.29269788182831663,32,5.244021091214675
0.9685714285714286,1,
0.19912280701754384,9,0.22996810984243393
0.8005263157894738,1,
0.10821428571428571,1,
0.7053499999999999,6,0.5137796855733843
0.7453846153846153,1,
0.2934082125603865,156,7.432886777765492
0.31948717948717953,62,14.193904277280039
0.38457142857142856,20,0.7572638418002877
0.28016006097560975,250,0.6710423585556881
0.06896551724137931,1,
1.8166666666666667,1,
0.26313725490196077,123,2.7212229442176255
0.23398445816478602,4,1.061127891876506
0.4634615384615385,36,1.2070835227485865
0.22790322580645161,1,
0.6716666666666666,2,0.22863119258365042
0.18820454545454543,2,0.11284781403390763
0.15151162790697673,1,
0.1925,1,
0.14606741573033707,10,0.0011703056289370261
0.433132183908046,8,1.514905377975939
0.674047619047619,10,3.8580585400089387
3.724285714285714,1,
2.875,3,1.99530313665343
0.35531746031746037,4,0.28240093789092435
0.16574019607843138,4,0.07363166470481054
0.3241463414634146,31,2.168718703260127
0.4527586206896552,1,
0.15742857142857142,9,0.41176350942929424
0.45580645161290323,7,0.1661963403877755
0.2824655172413793,4,0.20686678586618568
0.9661458333333333,2,0.2467508038515557
0.10795454545454546,4,0.08939477361729467
0.4397542997542997,2,0.4252543656782094
0.17238095238095238,1,
0.12177777777777779,1,
0.10244444444444445,1,
0.15811111111111112,3,0.0403312396655748
0.2990098039215686,4,18.24090234642187
0.2266078431372549,2,0.12547679156349514
0.25113636363636366,1,
0.40114285714285713,1,
0.3231707317073171,7,0.3896843372862702
0.538551051051051,6,0.3694375192881207
0.13573170731707318,1,
0.5861904761904763,9,43.09841770013049
0.24333333333333335,55,2.51099579256834
2.17875,7,4.687743149122788
0.22543478260869562,25,0.48789569377673947
0.3568421052631579,21,2.5720306626946874
0.11494252873563218,1,
2.1355555555555554,1,
0.6895238095238095,1,
1.2376923076923076,5,0.06842357792589938
0.7247619047619048,1,
0.4972,5,0.7832764647538832
0.3585277777777778,10,2.4028317729704765
0.2446130952380952,18,27.223829473628545
0.34127659574468083,6,0.5067676587612734
0.5606666666666666,25,41.9456413060137
0.2841025641025641,3,0.3596667034737322
0.4221951219512195,1,
0.3838709677419355,9,8.213048587794214
0.1817760690172543,2,0.07618240088530082
0.8534875,16,3.739409907106509
0.41909090909090907,3,0.3811537475720843
0.20028674948240166,12,0.14613365277413098
0.13648648648648648,1,
0.13418224622628444,6,0.027034167765996677
0.32592592592592595,2,0.09218577295469065
0.596,7,0.8956098539689938
0.17986486486486486,1,
0.22406207598371777,4,0.09286155022416545
0.8081818181818182,1,
0.185,3,1.2052834903410716
1.545,1,
0.6084,1,
0.3532478005865103,178,12.03509754463901
0.3365,47,3.3834631615105986
1.1297619047619047,2,1.1458497030370578
0.4311078431372549,10,3.476766038069069
0.2778846153846154,1,
0.729,13,1.0041793875722433
0.24389452011403231,2,0.10486996072833495
0.3417647058823529,9,0.31922094409380847
0.6604099462365591,82,66.25626446160244
0.3621276595744681,33,3.3839565985236058
0.30864864864864866,67,1.593395469925116
0.4072972972972973,13,1.0368178365704395
0.23099715099715099,4,12.67354036181204
0.7447619047619047,1,
0.39858974358974364,32,34.21866720184269
0.9352631578947368,1,
0.1420187568455641,2,0.0043013080898299865
0.1826535172949864,4,0.09287702010513574
0.6373076923076924,1,
0.12928571428571428,1,
20.44,1,
0.7215384615384615,2,0.8354738583865668
0.17786885245901637,1,
0.1614516129032258,1,
0.2918421052631579,1,
0.36870634920634915,146,9.178998019415838
0.5091826309067689,4,0.13213205549525134
0.969375,33,28.809776976033486
0.5132450738916255,10,0.32065101832102155
0.4828125,29,0.40391991707687647
0.5834299516908212,8,0.7821226749615178
0.28154164749194666,124,1.9476438115428996
0.5220833333333333,62,2.904205463142274
2.501862068965517,2,3.0690384942892535
0.4470689655172414,22,0.7029614018973931
0.3003125,30,1.0124345808990238
0.2148076923076923,29,0.5501457969661384
0.9592857142857143,4,1.6276082145527895
0.09090909090909091,1,
0.48125,19,0.716364080666695
0.30890909090909086,104,2.88098602389182
0.5655555555555556,23,1.268964409393643
0.2951351351351351,151,9.883481626370141
0.795,29,3.6139775553070437
0.6083928571428572,4,0.4002633750645459
0.1436723478814909,6,0.06720650810022283
0.4637037037037037,5,0.5544704413652812
0.4641582491582492,4,0.2925255928858281
0.22979166666666664,3,0.038990821575584665
0.2788076923076923,12,0.42222337893866113
2.0361160714285713,2,1.5085996907546921
0.22517316017316016,4,0.5491752448390615
1.4481818181818182,1,
0.23360465116279072,18,0.9955188361547792
1.0940721040189127,2,1.1311117445767649
1.2483333333333335,1,
0.2268605324074074,6,0.39767914106389013
0.3489407407407407,8,0.4632706775770164
0.6400065789473683,2,0.4175558583272509
0.8572222222222222,1,
0.2857142857142857,9,0.8743987077088609
1.1192857142857142,1,
0.33833614864864864,16,0.886055161644297
1.3514285714285716,1,
0.4487878787878788,1,
0.3696066433566434,2,0.10469383443826698
0.3447368421052632,1,
0.12697674418604651,1,
0.16050632911392404,1,
2.816,1,
0.0670391061452514,3,0.0015752053596183103
0.0843502824858757,1,
10.905068493150685,2,15.20976999938001
1.3759166666666667,2,1.686803226520509
0.6286666666666666,3,2.6020939116318824
0.21390243902439024,1,
0.17243902439024392,1,
1.7696,1,
0.13662650602409637,1,
0.2185191780821918,2,0.11607981156689515
0.2901785714285714,8,11.882961291186236
0.6172727272727272,4,0.9284793521229475
0.10402298850574714,1,
2.2025,2,2.655185963355486
0.19037518976360876,2,0.06457659196652682
0.12380952380952381,1,
0.11443037974683543,1,
0.7612121212121212,1,
0.9470588235294118,1,
1.4528571428571428,1,
0.9922727272727272,1,
0.11843373493975903,1,
0.43418604651162795,1,
0.5538461538461539,3,3.5058931916464258
0.23981666666666668,4,0.11746452923008732
0.4762962962962963,17,3.359966318953646
0.27599999999999997,19,0.6116277405267025
0.5360690789473684,2,0.5645456804664044
0.23589285714285715,21,2.942024497472919
0.17666666666666667,9,0.7431162200627875
0.5121428571428571,3,0.2483797589356234
0.1379746835443038,1,
0.2969230769230769,61,3.2721528844523062
0.15587441705529648,12,1.09474571696455
0.910625,1,
0.34017006802721084,2,0.1364667985187915
0.11833333333333333,1,
0.9104761904761905,1,
4.212,1,
0.40090627763041553,2,0.12892350959193458
0.47700000000000004,1,
0.6895238095238095,7,0.44782525750850805
6.647142857142858,1,
0.6204793233082706,2,0.5173708920617736
0.09562372318692544,4,0.013182992408232815
0.2748979591836735,21,12.348668688891413
0.20954545454545453,1,
0.7858438356164383,4,0.9394924048864107
0.4875,1,
0.1231081081081081,5,0.17131935085999914
0.12594936708860757,1,
0.5141379310344828,1,
0.38441860465116284,1,
0.28767441860465115,3,0.15207435923138038
0.2348936170212766,9,4.465973946329325
0.2509433962264151,1,
0.27049247606019156,6,0.544495438869791
0.3076470588235294,13,1.9878074795712988
0.25509803921568625,5,1.4933741297026724
0.23796610169491525,3,0.15905859388956395
0.3029166666666667,2,0.2095224736158711
0.20217478152309615,2,0.14243125655900418
0.245,25,0.8818582701289732
0.44848143236074267,12,0.44446649769833774
0.3281590656284761,24,1.3310599076567267
0.17202702702702705,3,0.13418052835078878
0.3069169776119403,10,0.9571401277284343
0.23792082111436952,46,28.456332713409992
0.48666666666666664,1,
0.3775,57,1.4016973114787354
3.3258333333333328,4,110.61388872714078
0.5168,49,2.175813049537199
0.23363461538461539,10,0.8224388679276871
0.17736691520721345,10,0.5398457454222837
0.34768740031897927,36,1.5476208802712892
0.6323809523809524,3,6.865153761104062
1.106,1,
0.556923076923077,17,44.10840286292514
0.2402463054187192,2,0.17541821428844598
0.12782608695652176,3,0.015692594109339583
0.1670731707317073,1,
0.25333333333333335,21,0.34851626900273175
0.41125,45,6.791004992499492
0.205625,1,
0.6462857142857144,14,0.30107151014642697
0.2859305555555556,2,0.22511530053275058
0.51,13,2.3991322082234627
101.735,1,
0.15538461538461537,3,0.25609022480512666
0.4464516129032258,3,134.44324763570515
0.29189236790606654,6,0.42261491113813765
2.2627272727272727,1,
0.47125,1,
1.8553365384615383,2,0.2805990082650848
0.525,85,0.3998958911322341
0.24468085106382978,1,
0.10666666666666666,1,
0.11896551724137931,9,1.1397363822423379
1.252857142857143,2,0.17576654275208473
0.5351724137931034,1,
0.26899935649935647,2,0.11993968883716989
0.33868421052631575,3,0.16648917183134945
0.36333333333333334,1,
0.7854545454545455,1,
0.2569090909090909,1,
0.6581818181818182,3,6.697675603393465
0.12082191780821919,1,
0.14226666666666665,1,
0.720952380952381,1,
0.11597402597402597,3,0.053248801712221794
0.879375,1,
0.24200564971751415,34,0.5438981530412994
0.12827586206896552,1,
0.566923076923077,3,105.06182179058904
0.141046511627907,3,0.014516001934413986
0.2573145780051151,26,0.6505442536963608
0.7141396103896104,4,81.16817262181048
0.24402572898799313,94,1.0565069444761497
0.5189285714285714,1,
0.37542857142857144,73,12.898743745051545
0.348,23,0.8973873185768326
0.2257446808510638,17,0.47557652242873366
0.21274509803921568,61,0.982611908519298
0.4694444444444445,1,
0.30687278368794324,24,1.742544060305676
0.1590769230769231,7,11.60600720025723
0.7665,1,
0.3565155677655678,18,2.1335138031719287
0.33475,11,0.8689481907695076
0.16293333333333335,85,0.9599786247080344
0.6036269841269841,2,0.7262211121129077
0.5274193548387097,1,
0.21888888888888888,1,
0.3697916666666667,4,0.7311429871032276
0.2382800462249615,8,2.3020803229349
0.225515873015873,2,0.0196979746187681
0.2130595238095238,2,0.1476001226348205
0.15845238095238096,1,
0.15275,1,
0.1436904761904762,1,
0.3372831978319783,8,0.38558271188843785
0.2970833333333333,21,1.1974126493018327
0.26,1,
0.5940909090909091,1,
0.11425287356321838,1,
0.2762762308313156,20,0.0664308453247788
1.81,1,
0.09213483146067415,1,
0.4432258064516129,1,
0.3780391120507399,4,0.31319002926638584
0.348125,5,0.3842567582555953
0.09090909090909091,1,
0.3277493842364532,8,0.4304225652029692
1.0742105263157895,1,
0.7615,4,0.551946601630806
0.3575675675675676,15,0.399465022489121
1.2961538461538462,1,
0.14705882352941177,3,3.781976740896291
0.37540322580645163,4,0.43235642763756
