城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率
长沙02,M14130,路虎神行者2,120000.0,2842.39,236.87,87,9.94
NCVG107,M14137,斯柯达昊锐,56000.0,1326.45,236.87,87,9.94
NCVG107,M14138,标致3008,76000.0,1800.18,236.87,87,9.94
太原15,M14152,奥迪A6L,185000.0,4382.02,236.87,87,9.94
NCVG104,M14153,奔驰E260L,240000.0,5121.93,213.41,86,9.06
SWVM104,M14183,奔驰GL350,360000.0,8389.46,233.04,85,10.01
CCVA110,M14188,福特翼虎,80000.0,2038.18,254.77,85,10.94
南京08,M14198,保时捷cayman,441000.0,10089.84,228.79,84,9.94
贵阳07,M14214,奥迪A4L,182000.0,3787.21,208.09,84,9.04
ECVD102,M14420,奔驰A45,233000.0,4633.7,198.87,76,9.55
SWVM120,M14573,雪铁龙世嘉,45000.0,902.08,200.46,70,10.45
NWVB110,M14623,马自达5,56000.0,1166.79,208.36,68,11.18
NCVB106,M14635,本田艾力绅,150000.0,2800.0,186.67,68,10.02
NCVH202,M14780,幻速S2（原山西02）,32000.0,600.0,187.5,63,10.86
CCVF102,M14941,丰田普拉多（原长沙02）,240000.0,4264.77,177.7,59,10.99
SWVM204,M15095,大众帕萨特,108000.0,1740.51,161.16,53,11.1
ECVA102,Y510,瑞虎3xe（原上海04）,92000.0,1480.82,160.96,50,11.75
ECVC102,M15358,奥迪Q3（原南京05）,126000.0,1716.09,136.2,45,11.05
CCVF105,M15472,林肯大陆（原长沙07）,228000.0,2767.92,121.4,40,11.08
ECVM112,M15540,宝马118i（原山东43）,124000.0,1547.01,124.76,38,11.98
NCVB106,M15698,宝马X5,270000.0,2636.83,97.66,32,11.14
ECVM108,M15750,奔驰S400L（原山东38）,520000.0,5000.0,96.15,28,12.53
CCVA130,M15755,日产途乐,327000.0,3057.16,93.49,28,12.19
NCVA106,M15762,大众途锐,337000.0,3150.07,93.47,28,12.18
ECVC105,M15781,保时捷911（原南京08）,490000.0,4580.22,93.47,28,12.18
CCVA125,M15927,奔驰CLS300,120000.0,927.39,77.28,23,12.26
CCVA130,M16033,别克君越,120000.0,960.0,80.0,19,15.37
ECVA102,Y555,奇瑞eQ1（原上海04）,40000.0,207.12,51.78,18,10.5
ECVA102,Y562,奇瑞eQ1（原上海04）,40000.0,207.12,51.78,18,10.5
ECVA102,Y563,奇瑞eQ1（原上海04）,40000.0,207.12,51.78,18,10.5
ECVA102,Y568,奇瑞eQ1（原上海04）,40000.0,207.12,51.78,18,10.5
ECVA102,Y583,瑞虎3xe（原上海04）,92000.0,476.38,51.78,18,10.5
ECVM203,M16145,奥迪Q7（原山东55）,464000.0,3016.0,65.0,14,16.95
NCVA109,M16173,奥迪A6L,91000.0,546.0,60.0,13,16.85
ECVK111,M16187,别克GL8,83000.0,498.0,60.0,12,18.25
ECVA102,Y590,奇瑞eQ1（原上海04）,40000.0,134.79,33.7,12,10.25
ECVA102,Y596,奇瑞eQ1（原上海04）,40000.0,134.79,33.7,12,10.25
ECVA102,Y597,奇瑞eQ1（原上海04）,40000.0,134.79,33.7,12,10.25
ECVA102,Y600,奇瑞eQ1（原上海04）,40000.0,134.79,33.7,12,10.25
ECVA102,Y608,瑞虎3xe（原上海04）,92000.0,310.03,33.7,12,10.25
ECVA102,Y609,瑞虎3xe（原上海04）,92000.0,310.03,33.7,12,10.25
ECVA102,Y614,瑞虎3xe（原上海04）,92000.0,310.03,33.7,12,10.25
NWVB112,M16267,奥迪A6L,220000.0,888.0,40.36,10,14.73
NWVB101,M16268,起亚智跑,76000.0,743.11,97.78,10,35.69
ECVJ203,M16285,大众甲壳虫（原山东17）,102000.0,646.0,63.33,9,25.69
ECVJ203,M16286,奥迪A1（原山东17）,80000.0,506.67,63.33,9,25.69
SWVU112,M16290,宝马X5,348000.0,1800.0,51.72,9,20.98
SCVB105,M16335,宝骏730,39000.0,492.55,126.29,6,76.83
NCVG107,M16340,丰田卡罗拉,76000.0,212.8,28.0,5,20.44
山东35,M13989,路虎揽胜运动,438000.0,9736.0,222.28,90,9.01
SWVU115,M14035,大众途观,92000.0,2246.87,244.23,89,10.02
山东56,M14037,宝马520Li,280000.0,5480.33,195.73,89,8.03
长沙08,M14048,奥迪A5,228000.0,4881.2,214.09,89,8.78
太原15,M14091,奥迪A5,248000.0,5940.99,239.56,88,9.94
成都17,M14103,宝马320Li,176000.0,3891.29,221.1,87,9.28
贵阳11,M14108,大众高尔夫,78000.0,1889.55,242.25,87,10.16
山西02,M14212,别克GL8,119000.0,2691.06,226.14,83,9.94
SWVK110,M14391,帕杰罗·劲畅,140000.0,3235.3,231.09,76,11.1
SWVK202,M14894,起亚智跑,86000.0,2296.0,266.98,59,16.52
SWVM111,M15058,宝马520Li,160000.0,2990.0,186.88,53,12.87
ECVD107,M16040,现代名图,70000.0,532.0,76.0,17,16.32
长沙11,M13995,丰田锐志,62000.0,2000.0,322.58,89,13.23
贵阳03,M13998,奥迪A6L,200000.0,4900.93,245.05,89,10.05
重庆20,M14001,路虎揽胜极光,228000.0,4631.02,203.11,89,8.33
SWVM110,M14056,奔驰ML300,219000.0,4774.7,218.02,88,9.04
CCVG119,M14135,奥迪Q5,248000.0,7007.1,282.54,85,12.13
SWVM203,M14274,奥迪Q3,120000.0,2878.82,239.9,80,10.95
ECVS108,M14406,别克君越,90000.0,1817.01,201.89,74,9.96
SWVF203,M14825,奔驰C200（原成都17）,128000.0,2258.45,176.44,60,10.73
ECVK107,M15080,宝马520i,200000.0,3138.96,156.95,52,11.02
CCVA107,M15385,路虎揽胜运动,440000.0,6101.38,138.67,42,12.05
ECVD103,M16024,奥迪Q7,240000.0,2798.9,116.62,17,25.04
SCVA119,M16126,日产轩逸,65000.0,583.75,89.81,13,25.22
CCVF112,M16136,雪佛兰科鲁兹（原长沙15）,46000.0,300.0,65.22,12,19.84
CCVA119,M16210,大众帕萨特,104000.0,465.0,44.71,10,16.32
SCVI102,M16230,丰田逸致,70000.0,350.0,50.0,9,20.28
CCVA116,M13951,本田雅阁,120000.0,2367.0,197.25,90,8
SWVM120,M13962,大众帕萨特,88000.0,1735.0,197.16,90,8
贵州01,M13984,本田CR-V,84000.0,1620.0,192.86,88,8
CCVA111,M13999,纳智捷大7,80000.0,1543.0,192.88,88,8
SWVB113,M14006,玛莎拉蒂Ghibli,504000.0,9720.0,192.86,88,8
SWVB119,M14008,大众途锐,288000.0,5554.0,192.85,88,8
山东10,M14012,保时捷Panamera,464000.0,8949.0,192.87,88,8
山东10,M14016,宝马520Li,200000.0,4791.12,239.56,88,9.94
山东33,M14031,奔驰C180L,241000.0,5200.41,215.78,87,9.05
SCVB102,M14038,保时捷Panamera4,240000.0,5306.3,221.1,87,9.28
山东43,M14060,比亚迪唐,118000.0,2546.53,215.81,87,9.05
SCVA104,M14075,奥迪A6L,228000.0,5051.92,221.58,86,9.4
南京05,M14096,宝马325i,122000.0,2824.12,231.49,85,9.94
长沙24,M14146,丰田RAV4,86000.0,1967.63,228.79,84,9.94
SCVA104,M14165,奔驰GLA220,198000.0,4393.7,221.9,83,9.76
成都13,M14200,哈弗H8,112000.0,2149.41,191.91,81,8.65
ECVM204,M14826,本田雅阁（原山东56）,108000.0,1958.83,181.37,59,11.22
SWVU118,M15026,路虎揽胜极光,232000.0,4120.71,177.62,54,12.01
SCVI102,M15104,本田杰德,103000.0,1877.63,182.29,50,13.31
NWVA105,M15280,雷克萨斯LX470（原西安05）,247000.0,3769.66,152.62,44,12.66
SCVI110,M15332,日产轩逸,72000.0,1131.29,157.12,43,13.34
ECVM214,M15341,奥迪A6L（原山东66）,28000.0,500.0,178.57,42,15.52
SWVU117,M15409,宝马X3,96000.0,1272.07,132.51,39,12.4
SWVA104,M15491,宝马523Li（原重庆04）,100000.0,1109.18,110.92,36,11.25
SWVG101,M15521,Jeep指南者,116000.0,1226.64,105.74,35,11.03
ECVC105,M15523,奔驰E260L（原南京08）,185000.0,1971.24,106.55,35,11.11
ECVM214,M15679,奔驰唯雅诺（原山东66）,120000.0,1241.1,103.43,29,13.02
SWVK114,M15735,日产奇骏,140000.0,1305.3,93.24,27,12.6
SWVK116,M15741,奔驰GLA220,180000.0,1607.95,89.33,26,12.54
NCVA106,M15764,奥迪Q5,183000.0,1532.79,83.76,25,12.23
ECVM114,M15832,别克GL8（原山东45）,159000.0,1400.61,88.09,23,13.98
SWVF205,M16012,宝马X1（原成都19）,100000.0,680.0,68.0,16,15.51
ECVC104,M16022,丰田普瑞维亚（原南京07）,165000.0,1122.0,68.0,16,15.51
ECVA102,Y554,奇瑞eQ1（原上海04）,40000.0,172.6,43.15,15,10.5
NWVA104,M16072,丰田普拉多（原西安04）,200000.0,1460.96,73.05,15,17.78
SCVB114,M16090,奥迪A3,120000.0,800.0,66.67,14,17.38
NWVA105,M16146,丰田凯美瑞（原西安05）,117000.0,1000.0,85.47,10,31.2
重庆17,M13949,哈弗H9,123000.0,2399.0,195.04,89,8
长沙08,M13976,宝马420i,268000.0,5169.0,192.87,88,8
SWVU102,M13977,路虎发现4,383000.0,7387.0,192.87,88,8
SWVM105,M13981,奔驰C180,101000.0,2434.9,241.08,87,10.11
南京10,M13985,宝马525Li,288000.0,6821.73,236.87,87,9.94
NCVG103,M14018,奥迪Q3,160000.0,3737.01,233.56,87,9.8
山东11,M14110,奔驰C260L,238000.0,4979.96,209.24,84,9.09
NWVB104,M14237,路虎揽胜运动,304000.0,7831.54,257.62,79,11.9
山东13,M14306,路虎揽胜极光,224000.0,4297.52,191.85,76,9.21
SCVA107,M14549,凯迪拉克XTS,144000.0,2894.19,200.99,67,10.95
SWVU106,M14712,奔驰GLK300,142000.0,2464.4,173.55,62,10.22
SWVA202,M14974,奥迪A6L（原重庆17）,112000.0,2243.07,200.27,55,13.29
ECVJ102,M15105,路虎揽胜运动（原山东03）,536000.0,7935.74,148.05,49,11.03
NWVB105,M15598,宝马525Li,285000.0,2848.59,99.95,30,12.16
NWVB105,M15599,奔驰C180L,188000.0,1879.63,99.98,30,12.16
SWVA102,M15633,奔驰ML350（原重庆02）,200000.0,2041.01,102.05,30,12.42
ECVJ106,M15705,奔驰E350（原山东09）,80000.0,781.37,97.67,27,13.2
SWVF108,M15732,大众宝来（原成都11）,35000.0,331.78,94.79,26,13.31
NWVA105,M15733,大众甲壳虫（原西安05）,121000.0,1300.0,107.44,26,15.08
NCVI102,M15864,大众宝来,42000.0,386.4,92.0,22,15.26
NWVA110,M15900,奥迪Q7（原西安10）,128000.0,1083.68,84.66,20,15.45
SWVM116,M15913,丰田凯美瑞,86000.0,782.4,90.98,20,16.6
NCVI102,M15917,日产天籁,58000.0,487.2,84.0,20,15.33
NCVH107,M15921,丰田凯美瑞（原太原10）,63000.0,609.0,96.67,19,18.57
ECVD102,M15982,保时捷Panamera,420000.0,2856.0,68.0,16,15.51
ECVC112,M16008,野马（原南京14）,196000.0,1254.4,64.0,15,15.57
CCVF120,M16065,日产天籁（原长沙24）,66000.0,396.0,60.0,14,15.64
重庆36,M13863,宝马530Li,180000.0,3550.0,197.22,90,8
重庆01,M13895,奔驰GL450,260000.0,5300.0,203.85,90,8.27
重庆01,M13897,保时捷Cayenne,182000.0,3700.0,203.3,89,8.34
重庆01,M13899,奥迪Q5,148000.0,2887.0,195.07,89,8
重庆01,M13900,别克君越,94000.0,1938.0,206.17,89,8.46
山东17,M13906,别克GL8,98000.0,1911.0,195.0,89,8
SCVB118,M13913,路虎揽胜极光,206000.0,4018.0,195.05,89,8
长沙13,M13927,路虎揽胜运动,231000.0,4506.0,195.06,89,8
SWVU109,M13930,奥迪A6L,176000.0,4000.0,227.27,89,9.32
重庆01,M13931,奔驰GL350,480000.0,9363.0,195.06,89,8
重庆01,M13936,路虎发现3,208000.0,4012.0,192.88,88,8
重庆17,M13937,路虎神行者2,159000.0,3066.0,192.83,88,8
SWVM117,M13942,大众速腾,67000.0,1647.03,245.83,88,10.2
重庆01,M13958,现代索纳塔八,81000.0,1800.0,222.22,88,9.22
ECVD107,M13966,奔驰E260,119000.0,2818.7,236.87,87,9.94
SWVU108,M13988,路虎神行者2,192000.0,5004.55,260.65,86,11.06
NCVG103,M13994,奥迪A6L,224000.0,5700.22,254.47,86,10.8
重庆31,M14080,现代全新胜达,148000.0,2942.12,198.79,84,8.64
广东06,M14088,众泰T600,73000.0,2055.25,281.54,84,12.23
广东06,M14205,众泰T700,96000.0,2543.34,264.93,79,12.24
NWVB110,M14461,大众迈腾,88000.0,1837.03,208.75,69,11.04
NWVA104,M14472,别克GL8（原西安04）,108000.0,2254.4,208.74,69,11.04
ECVC108,M14580,奔驰CLS260（原南京10）,329000.0,5900.0,179.33,65,10.07
SWVB112,M15110,日产天籁,96000.0,1407.99,146.67,48,11.15
ECVS101,M15494,宝马520Li,170000.0,1761.01,103.59,34,11.12
SWVK112,M15567,大众途观（原贵阳12）,134000.0,1311.48,97.87,31,11.52
NCVB103,M15730,奥迪S8,560000.0,4690.5,83.76,25,12.23
SWVK113,M15875,宝马316i（原贵阳13）,140000.0,1236.0,88.29,20,16.11
SWVK113,M15881,凯迪拉克XTS（原贵阳13）,190000.0,1656.0,87.16,20,15.91
NWVB110,M15884,马自达3,64000.0,700.0,109.38,20,19.96
SCVB101,M15908,奥迪TT,188000.0,1569.32,83.47,19,16.04
ECVC105,M16010,宝马X3（原南京08）,189000.0,1134.0,60.0,14,15.64
NWVA105,M16188,沃尔沃C30（原西安05）,82000.0,703.63,85.81,7,44.74
贵阳11,M13797,凯迪拉克赛威,110000.0,2193.0,199.36,91,8
重庆01,M13798,宝马525Li,206000.0,4064.0,197.28,90,8
重庆01,M13800,奔驰C200,220000.0,4700.0,213.64,90,8.66
长沙11,M13810,现代途胜,39000.0,1000.0,256.41,90,10.4
重庆01,M13816,福特福克斯,56000.0,1300.0,232.14,90,9.41
重庆01,M13828,福特锐界,136000.0,2936.0,215.88,90,8.76
SCVI103,M13843,本田雅阁,38000.0,900.0,236.84,90,9.61
SCVI103,M13845,现代悦动,27000.0,600.0,222.22,89,9.11
南京03,Y468,路虎揽胜,780000.0,25002.74,320.55,90,13
南京03,Y469,奔驰GLS,820000.0,26284.93,320.55,90,13
南京03,Y470,宝马X6,550000.0,17630.14,320.55,90,13
山东44,M13859,丰田埃尔法,360000.0,7022.0,195.06,89,8
ECVJ206,M13885,宝马525Li,200000.0,4402.19,220.11,89,9.03
SWVU105,M13886,大众途锐,360000.0,7022.0,195.06,89,8
SWVU109,M13892,宝马320i,176000.0,3433.0,195.06,89,8
SCVB102,M13909,宝马525Li,130000.0,2507.0,192.85,88,8
SWVM112,M13916,路虎发现神行,252000.0,4860.0,192.86,88,8
贵阳13,M13923,奥迪Q5,152000.0,2931.0,192.83,88,8
SCVA110,M13941,三菱翼神,47000.0,1039.15,221.1,87,9.28
广东04,M13954,别克凯越,38000.0,900.0,236.84,87,9.94
NCVG101,M13993,奥迪A6L,204000.0,4722.29,231.48,85,9.94
广东06,M14077,众泰T600,74000.0,1800.0,243.24,83,10.7
SWVU116,M14409,丰田普拉多,250000.0,5238.34,209.53,70,10.93
SWVK110,M14555,奥迪Q5,156000.0,2813.76,180.37,65,10.13
ECVR106,M14950,别克昂科威（原合肥05）,131000.0,2094.85,159.91,53,11.01
NCVB101,M15098,奔驰GL450,450000.0,6685.4,148.56,47,11.54
ECVM210,M15204,奥迪Q3（原山东62）,146000.0,1909.2,130.77,43,11.1
CCVA111,M15336,宝马523Li,176000.0,2138.73,121.52,40,11.09
SCVG104,M15383,瑞风S3（原广东04）,32000.0,428.6,133.94,38,12.87
SWVM123,M15410,哈弗H6,54000.0,632.69,117.16,36,11.88
NCVH202,M15435,本田艾力绅（原山西02）,128000.0,1364.44,106.6,35,11.12
ECVA102,Y528,瑞虎3xe（原上海04）,92000.0,992.47,107.88,35,11.25
ECVC111,M15555,奔驰C200（原南京13）,196000.0,1856.04,94.7,31,11.15
SWVA104,M15609,奥迪Q3（原重庆04）,126000.0,1219.77,96.81,28,12.62
NCVA106,M15770,奥迪Q7,280000.0,2073.23,74.04,22,12.28
NCVG107,M15801,大众迈腾,112000.0,985.6,88.0,21,15.3
NCVB103,M15804,宝马M3,280000.0,1982.55,70.81,21,12.31
CCVA103,M15811,日产逍客,56000.0,495.0,88.39,21,15.36
SCVI102,M15891,雪佛兰科鲁兹,57000.0,570.0,100.0,18,20.28
CCVG110,M15906,大众迈腾,96000.0,730.0,76.04,18,15.42
SWVA102,M16002,宝马118i（原重庆02）,144000.0,924.0,64.17,14,16.73
NWVA204,M16013,丰田逸致（原西安14）,81000.0,594.25,73.36,13,20.6
NCVI105,M16015,大众帕萨特,102000.0,572.0,56.08,13,15.75
SWVM207,M16063,丰田凯美瑞,116000.0,814.0,70.17,12,21.34
NCVH202,M16068,奔驰S350L（原山西02）,147000.0,765.0,52.04,12,15.83
ECVA102,Y565,奇瑞eQ1（原上海04）,40000.0,134.79,33.7,12,10.25
ECVA102,Y582,瑞虎3xe（原上海04）,92000.0,310.03,33.7,12,10.25
NWVQ101,M16093,日产天籁,82000.0,473.6,57.76,11,19.16
SWVF108,M16156,本田杰德（原成都11）,68000.0,386.0,56.76,7,29.6
ECVS106,M16176,宝马520Li,168000.0,537.6,32.0,7,16.69
ECVS106,M16184,宝马520Li,208000.0,582.4,28.0,6,17.03
山东18,M13802,福特锐界,224000.0,4384.26,195.73,89,8.03
山东22,M13830,路虎神行者2,200000.0,4402.19,220.11,89,9.03
SWVB113,M13841,捷豹XJL,360000.0,8776.88,243.8,89,10
SCVB118,M13888,日产天籁,104000.0,2294.27,220.6,88,9.15
CCVG107,M13963,奔驰R350L,116000.0,2268.03,195.52,86,8.3
重庆30,M14113,宝马525Li,272000.0,6159.67,226.46,81,10.2
SCVI105,M15701,马自达3,50000.0,625.0,125.0,25,18.25
SWVM121,M15849,大众迈腾,77000.0,676.0,87.79,19,16.87
CCVA117,M13728,现代ix35,70000.0,1792.96,256.14,90,10.39
重庆01,M13739,路虎揽胜,208000.0,4500.0,216.35,90,8.77
重庆01,M13749,奔驰S350L,200000.0,4000.0,200.0,90,8.11
重庆01,M13762,现代途胜,118000.0,2500.0,211.86,89,8.69
CCVA127,M13777,路虎揽胜极光,188000.0,4095.82,217.86,89,8.93
SCVA117,M13827,马自达Axela,78000.0,1720.7,220.6,88,9.15
SCVB118,M13838,丰田锐志,162000.0,3573.76,220.6,88,9.15
NCVA101,M13934,奥迪Q3,150000.0,3512.63,234.18,86,9.94
SWVK201,M15688,奥迪A6L（原贵州01）,246000.0,2600.0,105.69,24,16.07
SCVB105,M16120,丰田RAV4,76000.0,975.88,128.41,7,66.95
SWVU115,M13736,奥迪A6L,200000.0,3903.0,195.15,89,8
SCVI101,M13743,马自达昂克赛拉,92000.0,2518.66,273.77,89,11.23
SWVU115,M13778,奥迪Q3,144000.0,3800.61,263.93,88,10.95
NCVA101,M13809,别克昂科威,172000.0,4074.09,236.87,87,9.94
SWVM116,M13834,宝马525Li,175000.0,4604.27,263.1,87,11.04
SWVU106,M13869,大众途锐,252000.0,5363.47,212.84,86,9.03
贵州03,M13893,凯迪拉克SRX,99000.0,2322.45,234.59,86,9.96
SWVU102,M13957,奔驰GL350,305000.0,7034.23,230.63,84,10.02
SCVA121,M14197,奔驰E260,144000.0,2991.4,207.74,75,10.11
CCVA107,M14307,菲亚特菲翔,48000.0,1018.15,212.11,71,10.9
CCVA117,M15038,大众甲壳虫,110000.0,1732.59,157.51,47,12.23
CCVA126,M15683,丰田汉兰达,148000.0,1362.0,92.03,23,14.6
SWVM201,M15790,斯柯达明锐,66000.0,603.1,91.38,18,18.53
CCVA101,M15952,大众高尔夫,88000.0,460.0,52.27,12,15.9
CCVG107,M16087,丰田普拉多,155000.0,714.0,46.06,8,21.02
SCVA107,M13721,奥迪A6L,192000.0,3703.0,192.86,88,8
SCVB105,M13727,别克君威,118000.0,2275.0,192.8,88,8
SWVU106,M13734,宝马525Li,256000.0,4937.0,192.85,88,8
SWVM110,M13761,起亚智跑,108000.0,2600.43,240.78,87,10.1
SWVB102,M13783,丰田汉兰达,120000.0,2884.39,240.37,87,10.08
山东55,M13788,日产途乐（每人限投3000）,450000.0,11582.96,257.4,87,10.8
山东55,M13789,日产途乐,450000.0,11000.0,244.44,87,10.26
重庆19,M13805,宝马525Li,248000.0,5341.17,215.37,86,9.14
贵阳12,M13808,奥迪A4L,180000.0,4257.16,236.51,86,10.04
SWVM201,M13857,本田CR-V,86000.0,1999.01,232.44,85,9.98
贵阳12,M13864,奔驰GLK300,158000.0,3700.02,234.18,85,10.06
南京09,M13873,福特野马,224000.0,4735.44,211.4,85,9.08
NWVB108,M13943,奥迪A6L,208000.0,5141.98,247.21,83,10.87
ECVM104,M14593,奥迪A4L（原山东34）,200000.0,3000.0,150.0,59,9.28
SWVM201,M14646,起亚K4,88000.0,1693.56,192.45,58,12.11
SWVB103,M14682,路虎揽胜极光,200000.0,3491.4,174.57,57,11.18
ECVJ108,M14852,日产天籁（原山东11）,54000.0,813.87,150.72,51,10.79
ECVJ203,M14934,奔驰A200（原山东17）,148000.0,2193.64,148.22,50,10.82
NWVA108,M15131,科迈罗（原西安08）,256000.0,3751.27,146.53,42,12.73
CCVF110,M15150,保时捷Panamera（原长沙12）,374000.0,4761.31,127.31,42,11.06
CCVF207,M15401,日产途乐（原长沙31）,373000.0,3919.83,105.09,32,11.99
SWVM117,M15413,哈弗H6,80000.0,858.35,107.29,32,12.24
SWVA206,M15530,玛莎拉蒂Ghibli（原重庆21）,536000.0,5066.2,94.52,28,12.32
SWVM115,M15565,奔驰GLA220,180000.0,1607.95,89.33,26,12.54
NWVA105,M15662,MINI（原西安05）,108000.0,1100.0,101.85,23,16.16
SWVK203,M15713,别克英朗（原贵州03）,65000.0,526.99,81.08,21,14.09
SWVK101,M15782,奔驰C200（原贵阳01）,176000.0,1397.6,79.41,18,16.1
ECVM203,M15836,奔驰GLS450（原山东55）,864000.0,5800.0,67.13,16,15.31
CCVA132,M15839,风度MX5,72000.0,490.0,68.06,16,15.53
SWVM115,M15871,C4世嘉,65000.0,476.0,73.23,15,17.82
CCVA129,M15877,奥迪A4L,36000.0,235.0,65.28,15,15.88
ECVC102,M15895,福特金牛座（原南京05）,129000.0,774.0,60.0,14,15.64
NCVH105,M15956,奔驰GLK200（原太原06）,196000.0,940.8,48.0,11,15.93
SWVU118,M15984,起亚K3,70000.0,535.0,76.43,10,27.9
ECVJ203,M16004,大众高尔夫（原山东17）,136000.0,1088.0,80.0,10,29.2
CCVA132,M16042,丰田普拉多,175000.0,700.0,40.0,8,18.25
CCVA129,M16071,奥迪Q5,175000.0,630.0,36.0,8,16.43
SCVB105,M16130,日产骐达,53000.0,479.04,90.38,4,82.48
合肥07,M13672,别克昂科威,115000.0,3000.0,260.87,90,10.58
山东43,M13770,路虎神行者2,148000.0,2812.41,190.03,86,8.07
SWVK110,M13811,奥迪Q3,128000.0,3005.01,234.77,85,10.08
贵阳06,M13833,雷克萨斯RX270,195000.0,4569.96,234.36,85,10.06
贵阳07,M13972,宝马330i,148000.0,3309.12,223.59,81,10.08
CCVA103,M14014,东风帅客,56000.0,1221.4,218.11,80,9.95
CCVA121,M14278,别克君越,76000.0,1473.87,193.93,71,9.97
SWVF110,M14670,丰田锐志（原成都13）,112000.0,1861.5,166.21,56,10.83
ECVM108,M14703,奔驰E300L（原山东38）,395000.0,6111.0,154.71,55,10.27
CCVA135,M14718,别克GL8,78000.0,1295.52,166.09,55,11.02
SCVI110,M14888,本田缤智,90000.0,1630.79,181.2,49,13.5
SWVK202,M14892,现代索纳塔九,105000.0,1711.11,162.96,49,12.14
SWVK202,M14896,陆风X7,82000.0,1344.38,163.95,49,12.21
SWVU112,M14929,法拉利California,600000.0,9620.05,160.33,49,11.94
CCVA108,M14964,福特锐界,148000.0,2147.34,145.09,48,11.03
ECVM112,M15001,奔驰C200（原山东43）,236000.0,3547.93,150.34,47,11.68
SCVB106,M15019,丰田凯美瑞,62000.0,1079.84,174.17,47,13.53
ECVJ105,M15094,奥迪A8L（原山东07）,238000.0,3052.05,128.24,42,11.14
ECVJ203,M15244,日产途乐（原山东17）,400000.0,4629.96,115.75,37,11.42
NCVH105,M15361,日产贵士（原太原06）,262000.0,2836.06,108.25,34,11.62
CCVA128,M15367,凯迪拉克XTS,136000.0,1443.45,106.14,34,11.39
SCVI101,M15373,丰田皇冠,142000.0,1736.1,122.26,34,13.13
SWVU119,M15402,奥迪A6L,206000.0,2146.83,104.22,31,12.27
ECVA102,Y544,瑞虎3xe（原上海04）,92000.0,776.33,84.38,28,11
ECVA102,Y552,荣威ei6（原上海04）,123000.0,1037.92,84.38,28,11
SCVA115,M15534,宝马320Li,160000.0,1701.78,106.36,27,14.38
ECVK111,M15583,本田飞度,66000.0,531.44,80.52,24,12.25
SWVM114,M15600,宝马X1,150000.0,1201.23,80.08,23,12.71
SWVM105,M15718,本田CR-V,94000.0,850.0,90.43,20,16.5
ECVM108,M15772,宝马X1（原山东38）,170000.0,1430.89,84.17,17,18.07
SCVG102,M15868,传祺GS4（原广东02）,84000.0,630.0,75.0,14,19.55
SCVG102,M15869,传祺GS4（原广东02）,84000.0,500.0,59.52,14,15.52
CCVG119,M15882,本田思域,105000.0,735.0,70.0,14,18.25
SWVM110,M15969,雷克萨斯IS250,90000.0,600.0,66.67,9,27.04
CCVA102,M13643,奔驰GLA200,184000.0,3589.0,195.05,89,8
贵阳11,M13663,宝马525Li,168000.0,3277.0,195.06,89,8
成都10,M13671,路虎发现4,440000.0,8583.0,195.07,89,8
SCVA101,M13681,大众CC,121000.0,2333.0,192.81,88,8
SCVI109,M13780,本田思域,50000.0,1424.32,284.86,85,12.23
NWVB108,M13953,起亚索兰托,108000.0,2608.41,241.52,81,10.88
山东10,M14003,宝马X1,192000.0,4134.58,215.34,79,9.95
山东10,M14007,奔驰唯雅诺,212000.0,4565.26,215.34,79,9.95
西安14,M14115,本田凌派,60000.0,1364.75,227.46,75,11.07
SWVB108,M14305,大众迈腾,192000.0,3590.0,186.98,68,10.04
CCVA109,M14662,丰田普拉多,152000.0,2336.68,153.73,55,10.2
NCVB107,M14777,奥迪S6,397000.0,6113.15,153.98,51,11.02
SWVM112,M14878,奔驰E260L,207000.0,3062.77,147.96,49,11.02
NWVB106,M14885,路虎发现4,420000.0,7036.44,167.53,49,12.48
SCVI110,M14983,日产轩逸,82000.0,1428.54,174.21,46,13.82
SWVM101,M14997,宝马X6（原贵阳17）,336000.0,4731.83,140.83,46,11.17
SWVB102,M15081,宝马X3,176000.0,2296.55,130.49,42,11.34
SWVG101,M15206,丰田雷凌,68000.0,753.26,110.77,37,10.93
CCVA117,M15320,奥迪A4L,120000.0,1243.07,103.59,34,11.12
NWVA110,M15351,大众尚酷（原西安10）,84000.0,970.81,115.57,33,12.78
ECVA102,Y522,奇瑞eQ1（原上海04）,40000.0,349.59,87.4,29,11
ECVA102,Y546,瑞虎3xe（原上海04）,92000.0,731.59,79.52,27,10.75
CCVG104,M15510,宝马X5,160000.0,1391.96,87.0,26,12.21
NCVA106,M15771,奔驰威霆,165000.0,1122.0,68.0,16,15.51
SWVM116,M15865,奔驰S350L,295000.0,1850.0,62.71,13,17.61
SWVM103,M15874,丰田RAV4,100000.0,660.0,66.0,13,18.53
SWVM116,M15910,大众夏朗,86000.0,576.0,66.98,12,20.37
NCVH105,M15957,本田雅阁（原太原06）,112000.0,448.0,40.0,9,16.22
SCVB102,M15975,宝马320Li,152000.0,1366.58,89.91,8,41.02
NCVI105,M15992,瑞风,48000.0,173.0,36.04,8,16.44
ECVA102,Y559,奇瑞eQ1（原上海04）,40000.0,65.75,16.44,6,10
ECVA102,Y567,奇瑞eQ1（原上海04）,40000.0,65.75,16.44,6,10
