城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率
CCVF217,M17589,宝马523Li,158000.0,2892.18,183.05,67,9.97
CCVF210,M17902,路虎揽胜运动（保底11%）,538000.0,8610.67,160.05,51,11.45
SWVM204,M17964,现代索纳塔九,100000.0,1599.15,159.91,48,12.16
ECVM204,M18128,Jeep牧马人,220000.0,2766.13,125.73,41,11.19
SWVU118,M18312,丰田雷凌,92000.0,1044.22,113.5,33,12.55
ECVM214,M18449,宝马GT528i,214000.0,2028.08,94.77,26,13.3
NCVJ102,M18472,宝马525Li,200000.0,1674.89,83.74,25,12.23
NCVG107,M18491,奔驰C180,88000.0,876.8,99.64,22,16.53
SCVI106,M18504,本田锋范,56000.0,644.0,115.0,22,19.08
NWVQ106,M18509,福特翼虎,98000.0,893.05,91.13,22,15.12
SWVM116,M18586,现代名图,72000.0,635.85,88.31,19,16.97
CCVF105,M18588,宝马Z4,161000.0,1223.73,76.01,19,14.6
NCVG107,M18597,奔驰E260L,220000.0,1533.65,69.71,18,14.14
ECVM203,M18639,路虎揽胜（保底10%）,1008000.0,6680.25,66.27,17,14.23
ECVD108,M18658,宝马M2,280000.0,1456.48,52.02,14,13.56
SCVG104,M18670,本田杰德,88000.0,484.0,55.0,10,20.08
SCVA103,M18718,丰田凯美瑞,95000.0,617.84,65.04,7,33.91
CCVF110,M18797,奔驰A180,102000.0,163.59,16.04,3,19.51
SCVI106,M17072,雷克萨斯IS300,93000.0,1833.96,197.2,90,8.0
SWVU104,M17074,捷豹XJ,120000.0,2340.62,195.05,89,8.0
SCVI106,M17080,日产轩逸,77000.0,1518.73,197.24,90,8.0
NCVJ101,M17097,奥迪A6L,102000.0,1999.5,196.03,87,8.22
SCVG106,M17098,众泰T300,45000.0,999.93,222.21,88,9.22
SCVG106,M17099,开瑞K60,57000.0,1999.74,350.83,89,14.39
SWVA210,M17146,奔驰E300L,164000.0,3851.4,234.84,85,10.08
CCVG108,M17179,宝马320Li,200000.0,4227.19,211.36,84,9.18
ECVA102,Y689,奇瑞eQ1,40000.0,1159.65,289.91,83,12.75
CCVF207,M17414,日产途乐,409000.0,9090.04,222.25,75,10.82
SWVF108,M17523,路虎发现3,144000.0,2713.37,188.43,69,9.97
NWVA202,M17749,沃尔沃S80L,72000.0,1435.7,199.4,57,12.77
ECVM108,M17817,奔驰C180L,206000.0,2808.81,136.35,54,9.22
ECVK107,M17866,宝马520Li,158000.0,2254.66,142.7,52,10.02
SCVB102,M17955,丰田皇冠,152000.0,2115.85,139.2,47,10.81
CCVF105,M17987,丰田RAV4,92000.0,1282.02,139.35,47,10.82
ECVS110,M18078,雷克萨斯ES240,108000.0,1436.91,133.05,42,11.56
SWVU109,M18086,大众迈腾,99000.0,1316.1,132.94,42,11.55
CCVF204,M18107,雷克萨斯CT200h,108000.0,1679.84,155.54,41,13.85
NCVB101,M18177,奔驰SL400,413000.0,4767.56,115.44,38,11.09
SWVK112,M18344,丰田汉兰达,142000.0,1421.49,100.1,30,12.18
SWVU109,M18359,MINI,138000.0,1352.01,97.97,29,12.33
NWVQ109,M18444,英菲尼迪EX25,126000.0,1317.98,104.6,26,14.68
CCVA129,M18460,奔驰E300L,196000.0,1683.99,85.92,25,12.54
ECVJ203,M18479,MINI,120000.0,1068.4,89.03,24,13.54
ECVK101,M18488,奔驰R350L,174000.0,1548.82,89.01,22,14.77
CCVA127,M18536,奔驰SLK200K,108000.0,967.82,89.61,20,16.35
NWVQ109,M18800,奥迪A4L,140000.0,298.75,21.34,1,77.89
ECVM114,M17070,宝马320Li,156000.0,3043.66,195.11,89,8.0
SWVM109,M17075,宝马730Li,440000.0,8485.24,192.85,88,8.0
ECVM120,M17122,长安CS35,30000.0,647.16,215.72,87,9.05
ECVM201,M17125,丰田普拉多,240000.0,5124.99,213.54,86,9.06
SWVU109,M17439,宝马525Li,219000.0,4298.18,196.26,72,9.95
SWVU106,M17579,丰田普拉多,184000.0,3324.95,180.7,65,10.15
NWVB114,M17670,大众迈腾,109000.0,2025.38,185.81,60,11.3
ECVM113,M17738,斯巴鲁力狮,116000.0,1649.39,142.19,57,9.11
SWVK108,M17747,奥迪A3,112000.0,1932.55,172.55,56,11.25
NWVA105,M17864,讴歌MDX,123000.0,2272.36,184.74,51,13.22
SWVU110,M17884,奥迪A4L,148000.0,2409.05,162.77,49,12.12
SWVK111,M17888,凯迪拉克ATS-L,150000.0,2262.37,150.82,49,11.23
ECVK107,M17908,林肯大陆,307000.0,4453.9,145.08,48,11.03
ECVC105,M17943,日产贵士,203000.0,2885.06,142.12,47,11.04
NWVB116,M18037,奥迪A6L,220000.0,3096.61,140.75,42,12.23
NCVG107,M18127,奥迪A8L,136000.0,1734.02,127.5,39,11.93
SWVF110,M18133,WEY VV7,120000.0,1398.45,116.54,39,10.91
CCVF202,M18178,Jeep牧马人,196000.0,2204.07,112.45,37,11.09
ECVD107,M18249,奔驰E300L,108000.0,1086.65,100.62,33,11.13
SWVU101,M18294,凯迪拉克XT5,216000.0,2164.98,100.23,32,11.43
ECVM113,M18397,大众途锐,238000.0,2255.82,94.78,26,13.31
CCVF202,M18411,MINI,120000.0,951.84,79.32,26,11.14
NWVA104,M18482,奥迪A6L,207000.0,2201.16,106.34,22,17.64
CCVF204,M18513,丰田凯美瑞,110000.0,878.31,79.85,20,14.57
NWVB110,M18545,日产蓝鸟,56000.0,672.03,120.01,18,24.33
NCVG107,M18573,捷豹XFL,231000.0,1425.3,61.7,17,13.25
ECVR109,M18582,大众途观,96000.0,691.2,72.0,17,15.46
ECVM203,M18614,福特F-150,416000.0,2422.38,58.23,16,13.28
ECVJ212,M18629,奔驰唯雅诺,176000.0,1148.3,65.24,16,14.88
ECVM112,M18641,奔驰GLK260,209000.0,1603.71,76.73,15,18.67
SCVB118,M18646,马自达CX-7,92000.0,568.95,61.84,15,15.05
NWVQ101,M18692,奥迪A7,210000.0,851.56,40.55,7,21.14
SCVG102,M17027,凯迪拉克ATS-L,156000.0,3042.87,195.06,89,8.0
SCVG102,M17030,奥迪A4L,144000.0,2808.0,195.0,89,8.0
ECVR106,M17037,雪佛兰迈锐宝,45000.0,877.96,195.1,89,8.0
NCVJ101,M16992,大众帕萨特,104000.0,2999.64,288.43,90,11.7
NCVJ101,M16993,福特麦柯斯,50000.0,1000.0,200.0,90,8.11
SWVB113,M17052,奥迪A8L,331000.0,7717.67,233.16,85,10.01
ECVE101,M17140,丰田锐志,48000.0,1085.28,226.1,83,9.94
CCVA111,M17287,奔驰C180L,184000.0,3756.53,204.16,74,10.07
SCVA105,M17572,日产天籁,88000.0,1415.04,160.8,64,9.17
NWVA105,M17585,雪佛兰科帕奇,79000.0,1452.44,183.85,63,10.65
CCVF210,M17714,奔驰GLS450(保底11%),557000.0,9944.01,178.53,57,11.43
SWVG109,M17808,宝马320i,90000.0,1335.41,148.38,51,10.62
SWVM203,M17976,日产天籁,84000.0,1292.17,153.83,44,12.76
NWVB106,M18225,大众帕萨特,104000.0,1220.55,117.36,32,13.39
CCVA111,M18549,奥迪Q5,85000.0,637.71,75.02,16,17.12
CCVF211,M18685,大众迈腾,88000.0,352.0,40.0,5,29.2
ECVC105,M16999,宝马M3,245000.0,4725.68,192.88,88,8.0
SCVB105,M17007,大众朗逸,48000.0,925.94,192.9,88,8.0
ECVJ107,M17045,奥迪Q7,196000.0,4484.04,228.78,84,9.94
ECVS109,M17047,宝马X1,120000.0,2809.92,234.16,86,9.94
CCVG107,M17068,现代ix35,63000.0,1492.67,236.93,86,10.06
SWVU106,M17166,MINI,108000.0,2439.76,225.9,81,10.18
NWVB109,M17333,日产骐达,58000.0,1273.73,219.61,73,10.98
NCVB101,M17505,宝马GT535i,202000.0,3643.18,180.36,66,9.97
SWVK203,M17616,宝马GT528i,174000.0,3567.63,205.04,60,12.47
CCVF105,M17707,本田CR-V,94000.0,1587.22,168.85,56,11.01
NWVB110,M17813,日产天籁,64000.0,1139.62,178.07,50,13.0
SWVM101,M17953,吉姆尼,112000.0,1466.37,130.93,44,10.86
SWVK109,M17989,帕杰罗,152000.0,1976.94,130.06,42,11.3
CCVA103,M18003,奥迪A6L,112000.0,1467.38,131.02,42,11.39
CCVA108,M18018,本田XR-V,100000.0,1285.16,128.52,41,11.44
SCVB106,M18041,丰田凯美瑞,112000.0,1665.91,148.74,39,13.92
SWVM116,M18142,宝马320Li,152000.0,1706.59,112.28,36,11.38
ECVJ107,M18147,Jeep牧马人,200000.0,2134.31,106.72,36,10.82
SWVU112,M18159,奔驰CLS300,219000.0,2559.49,116.87,35,12.19
ECVC104,M18186,福特F-150,266000.0,2676.47,100.62,33,11.13
SCVA114,M18192,沃尔沃XC60,106000.0,1481.22,139.74,33,15.46
NCVB101,M18274,奔驰GLE400（保底10%）,462000.0,4467.95,96.71,29,12.17
NCVG101,M18308,奔驰GL350,413000.0,4127.0,99.93,28,13.03
NWVA209,M18309,奔驰GLK300,144000.0,1667.93,115.83,28,15.1
NWVA105,M18314,大众尚酷,117000.0,1523.99,130.26,28,16.98
NWVA108,M18343,大众帕萨特,102000.0,1066.23,104.53,26,14.67
ECVM113,M18374,奔驰C180L,192000.0,1709.4,89.03,24,13.54
NCVG107,M18377,本田CR-V,64000.0,693.23,108.32,24,16.47
NCVH111,M18396,长安CS75,45000.0,432.0,96.0,23,15.23
NCVG106,M18410,丰田普拉多,301000.0,2484.67,82.55,23,13.1
SWVM117,M18420,雪佛兰科沃兹,54000.0,556.77,103.11,22,17.11
CCVF105,M18431,本田XR-V,77000.0,708.85,92.06,22,15.27
CCVF110,M18446,宝马X5,196000.0,1387.8,70.81,21,12.31
CCVA108,M18462,奥迪A4L,208000.0,1514.31,72.8,21,12.65
SWVM116,M18492,福特蒙迪欧,104000.0,808.66,77.76,17,16.69
NCVA104,M18566,现代悦动,20000.0,128.0,64.0,15,15.57
NCVB106,M18575,宝马X5,350000.0,1684.61,48.13,14,12.55
ECVK106,M18648,奥迪Q5,205000.0,951.59,46.42,12,14.12
SCVB106,M18650,别克昂科拉,46000.0,690.53,150.12,12,45.66
SWVU108,M18671,捷豹XE,188000.0,732.11,38.94,5,28.43
SCVB118,M17057,福特蒙迪欧,136000.0,2831.87,208.23,85,8.94
SWVU118,M17063,奥迪Q5,198000.0,5027.85,253.93,85,10.9
ECVC107,M17137,奔驰GLS400,405000.0,9499.53,234.56,82,10.44
NWVA110,M17371,哈弗H6,85000.0,1808.86,212.81,71,10.94
NWVQ109,M17469,大众帕萨特,88000.0,1923.8,218.61,66,12.09
NCVA112,M17590,奔驰ML400,385000.0,6841.4,177.7,59,10.99
SWVU113,M17684,大众凌渡,102000.0,1903.61,186.63,56,12.16
SWVF205,M17773,福特翼虎,80000.0,1212.91,151.61,51,10.85
CCVA113,M17803,奔驰B180,112000.0,1670.44,149.15,50,10.89
NCVA101,M17988,奥迪A6L,203000.0,2523.95,124.33,41,11.07
SWVU113,M18043,奥迪A4L,134000.0,1713.46,127.87,38,12.28
ECVK101,M18048,奔驰E300L,156000.0,1925.8,123.45,38,11.86
SWVB107,M18145,起亚索兰托,130000.0,1426.65,109.74,35,11.44
SWVK112,M18187,宝马X1,144000.0,1448.3,100.58,32,11.47
ECVN102,M18232,本田奥德赛,150000.0,1594.5,106.3,30,12.93
ECVC112,M18273,宝马GT528i,224000.0,2093.67,93.47,28,12.18
SCVA110,M18353,日产轩逸,74000.0,915.2,123.68,24,18.81
ECVC112,M18391,奔驰ML400,303000.0,2243.83,74.05,22,12.29
ECVJ204,M18425,日产奇骏,80000.0,826.63,103.33,21,17.96
ECVJ102,M18450,奔驰G55（保底10%）,532000.0,3593.86,67.55,20,12.33
CCVA130,M18487,起亚索兰托,100000.0,800.0,80.0,18,16.22
NCVB103,M18498,奔驰S350L,280000.0,1528.92,54.6,16,12.46
ECVM104,M18707,别克GL8,280000.0,946.54,33.8,2,61.69
ECVJ108,M16955,雪佛兰迈锐宝,76000.0,1482.84,195.11,89,8.0
CCVA128,M16961,奥迪A4L,150000.0,2926.72,195.11,89,8.0
SWVB113,M17005,奥迪Q7,287000.0,6699.34,233.43,85,10.02
SWVU116,M17022,丰田普拉多,216000.0,4977.46,230.44,85,9.9
NCVB102,M17153,特斯拉Model S 60,486000.0,10464.84,215.33,79,9.95
SWVK113,M17191,丰田凯美瑞,91000.0,1976.96,217.25,78,10.17
ECVA102,Y684,奇瑞eQ1,40000.0,1089.74,272.44,78,12.75
ECVA102,Y695,奇瑞eQ1,40000.0,1075.85,268.96,77,12.75
ECVA102,Y696,奇瑞eQ1,40000.0,1075.84,268.96,77,12.75
ECVA102,Y697,奇瑞eQ1,40000.0,1041.09,260.27,76,12.5
ECVA102,Y704,瑞虎3xe,92000.0,2362.83,256.83,75,12.5
ECVA102,Y709,奇瑞eQ1,40000.0,1000.0,250.0,73,12.5
SWVU116,M17300,丰田普拉多,220000.0,4743.72,215.62,72,10.93
ECVD103,M17321,日产天籁,35000.0,687.75,196.5,72,9.96
NCVG107,M17369,丰田RAV4,76000.0,1577.77,207.6,70,10.82
SCVG104,M17463,雪佛兰科鲁兹,34000.0,758.92,223.21,66,12.34
NWVA105,M17842,大众甲壳虫,128000.0,2181.25,170.41,47,13.23
ECVA102,Y737,奇瑞eQ1,47000.0,636.58,135.44,43,11.5
ECVA102,Y742,奇瑞eQ1,47000.0,636.69,135.47,43,11.5
ECVA102,Y743,奇瑞eQ1,47000.0,636.68,135.46,43,11.5
SWVF108,M17956,丰田普拉多,96000.0,1206.85,125.71,41,11.19
NCVB108,M17996,奥迪A6L,100000.0,1213.31,121.33,40,11.07
NCVA109,M18023,帕拉梅拉,288000.0,3324.54,115.44,38,11.09
CCVF107,M18049,奥迪A6L,88000.0,990.04,112.5,37,11.1
SWVU106,M18054,雷克萨斯GX400,336000.0,3835.32,114.15,37,11.26
SWVU113,M18106,大众甲壳虫,101000.0,1254.79,124.24,35,12.96
NWVB106,M18224,大众迈腾,92000.0,1078.4,117.22,29,14.75
ECVD107,M18292,凯迪拉克XTS,140000.0,1263.21,90.23,27,12.2
CCVF210,M18356,丰田Fortuner,226000.0,1809.69,80.07,23,12.71
ECVK109,M18363,宝马535Li,184000.0,1421.95,77.28,23,12.26
NCVG104,M18468,奔驰C200L,174000.0,1194.21,68.63,19,13.18
ECVJ106,M18494,宝马525Li,60000.0,499.92,83.32,15,20.27
SWVK113,M18500,奥迪Q5,141000.0,962.04,68.23,15,16.6
SWVK113,M18501,奔驰CLA200,175000.0,938.06,53.6,15,13.04
ECVA102,Y759,奇瑞eQ1,47000.0,189.25,40.27,14,10.5
SCVB102,M18540,宝马320Li,93000.0,1065.26,114.54,13,32.16
NCVG102,M18550,奔驰GLC260,224000.0,1069.69,47.75,13,13.41
SWVG106,M18669,奥迪Q3,140000.0,403.43,28.82,4,26.29
SCVG106,M16913,开瑞K50,37000.0,999.91,270.25,90,10.96
SCVG106,M16914,开瑞K60,50000.0,1000.0,200.0,90,8.11
CCVA125,M16920,日产轩逸,68000.0,1326.91,195.13,89,8.0
SWVA216,M16922,MINI,88000.0,1716.93,195.11,89,8.0
NCVH111,M16952,大众途观L,148000.0,2854.93,192.9,88,8.0
NCVH111,M16953,哈弗M6,76000.0,1465.57,192.84,88,8.0
ECVM113,M16978,路虎揽胜运动,282000.0,5566.75,197.4,87,8.28
SWVB113,M17001,宝马428i,252000.0,5889.37,233.71,85,10.04
SCVB114,M17115,马自达阿特兹,100000.0,1997.14,199.71,81,9.0
CCVA107,M17196,英菲尼迪FX35,144000.0,3026.98,210.21,76,10.1
NWVA209,M17218,起亚K3,60000.0,1366.42,227.74,76,10.94
CCVA107,M17506,奔驰CLA220,178000.0,3363.21,188.94,62,11.12
NCVB106,M17567,福特F-150,280000.0,4218.26,150.65,56,9.82
CCVA108,M17586,奔驰C180L,192000.0,3343.02,174.12,58,10.96
NCVH202,M17852,本田CR-V,88000.0,1225.02,139.21,46,11.05
ECVM113,M17916,奥迪A6L,192000.0,2462.1,128.23,42,11.14
NWVB116,M17920,宝马316i,135000.0,2055.47,152.26,42,13.23
NWVB116,M17922,别克GL8,75000.0,1098.8,146.51,42,12.73
SWVU110,M17949,宝马525Li,190000.0,2591.94,136.42,41,12.14
NCVB106,M17992,福特野马,150000.0,1776.07,118.4,39,11.08
CCVF107,M18046,丰田汉兰达,128000.0,1402.2,109.55,36,11.11
NCVH202,M18100,奥迪Q3,120000.0,1242.77,103.56,34,11.12
NCVA106,M18118,奔驰R320,251000.0,2599.5,103.57,34,11.12
SWVM116,M18160,大众途观,80000.0,823.23,102.9,32,11.74
ECVJ105,M18256,标致308S,52000.0,507.8,97.65,27,13.2
ECVJ105,M18257,标致308S,52000.0,541.32,104.1,27,14.07
ECVJ105,M18267,标致308S,52000.0,499.9,96.13,27,13.0
NWVA105,M18277,雷克萨斯RX350,193000.0,2227.3,115.4,26,16.2
NCVA106,M18296,丰田兰德酷路泽,364000.0,3064.3,84.18,26,11.82
NCVA106,M18297,奥迪A8L,230000.0,2000.7,86.99,26,12.21
CCVA125,M18299,斯柯达明锐,25000.0,320.0,128.0,25,18.69
NCVB101,M18330,奔驰C200,168000.0,1352.6,80.51,24,12.24
NCVH104,M18362,大众凌渡,102000.0,938.4,92.0,22,15.26
ECVM210,M18447,本田奥德赛,105000.0,926.22,88.21,18,17.89
CCVA108,M18461,奥迪A6L,216000.0,1360.87,63.0,18,12.78
SWVF110,M18490,WEY VV7,120000.0,720.0,60.0,14,15.64
SWVK112,M18523,大众凌渡,116000.0,755.69,65.15,13,18.29
NWVA104,M18619,宝马X1,120000.0,1094.26,91.19,10,33.28
SCVI104,M16921,日产骐达,43000.0,828.88,192.76,88,8.0
ECVC104,M16949,雷克萨斯ES250,120000.0,2841.95,236.83,87,9.94
NWVA108,M16968,奥迪Q5,160000.0,4124.8,257.8,87,10.82
CCVF209,M17046,本田奥德赛,54000.0,1129.85,209.23,83,9.2
NCVB102,M17163,保时捷718Boxster,488000.0,10245.52,209.95,77,9.95
SCVB106,M17272,丰田凯美瑞,76000.0,1720.65,226.4,72,11.48
NWVA105,M17291,英菲尼迪FX35,169000.0,3574.84,211.53,70,11.03
NWVA202,M17334,大众CC,100000.0,2086.63,208.66,69,11.04
CCVA103,M17357,奥迪A6L,200000.0,3660.87,183.04,67,9.97
SWVG107,M17423,斯柯达昕锐,48000.0,903.23,188.17,66,10.41
ECVC104,M17430,宝马740Li,140000.0,2487.07,177.65,65,9.98
ECVJ206,M17446,奔驰E260L,200000.0,3312.54,165.63,64,9.45
ECVC104,M17551,捷豹F-TYPE（保底10%）,280000.0,4887.53,174.55,59,10.8
NCVG103,M17559,奔驰C200L,203000.0,3888.45,191.55,59,11.85
ECVC104,M17802,保时捷Cayman,294000.0,4096.01,139.32,47,10.82
ECVM108,M17858,丰田普拉多,306000.0,3376.0,110.33,45,8.95
ECVS101,M18017,本田CR-V,100000.0,1124.74,112.47,37,11.1
NWVA104,M18108,奥迪Q5,188000.0,2412.78,128.34,33,14.2
SWVK201,M18113,现代索纳塔九,91000.0,980.17,107.71,33,11.91
CCVG111,M18123,奥迪Q3,152000.0,1841.52,121.15,33,13.4
ECVJ107,M18164,奔驰E260L,200000.0,1893.92,94.7,31,11.15
CCVF215,M18258,大众高尔夫,76000.0,729.91,96.04,26,13.48
CCVG108,M18285,凯迪拉克ATS-L,134000.0,1122.16,83.74,25,12.23
NWVA105,M18311,MINI,108000.0,1166.71,108.03,24,16.43
ECVJ107,M18354,奔驰GLA220,129000.0,913.35,70.8,21,12.31
SWVF206,M18402,日产天籁,105000.0,780.48,74.33,19,14.28
ECVD107,M18406,宝马525Li,129000.0,829.75,64.32,19,12.36
SCVB115,M18421,雷克萨斯ES200,188000.0,2559.89,136.16,18,27.61
CCVF102,M18435,宝沃BX5,96000.0,729.6,76.0,18,15.41
NWVA105,M18480,丰田普拉多,115000.0,1099.48,95.61,16,21.81
SWVM125,M18505,奥迪A6L,174000.0,860.53,49.46,13,13.89
SWVF108,M18512,大众尚酷,88000.0,674.96,76.7,13,21.54
SWVA102,M18528,大众甲壳虫,84000.0,420.03,50.0,12,15.21
SWVU106,M18559,宝马525Li,189000.0,891.67,47.18,11,15.65
ECVK111,M18594,奔驰R350L,177000.0,748.96,42.31,9,17.16
SWVM105,M18596,揽福,62000.0,293.88,47.4,9,19.22
SWVB106,M18602,奔驰E260L,200000.0,1566.2,78.31,9,31.76
ECVJ108,M16844,大众尚酷,88000.0,1716.94,195.11,89,8.0
SWVA205,M16863,大众甲壳虫,112000.0,2465.13,220.1,89,9.03
ECVJ208,M16942,日产逍客,60000.0,1268.41,211.4,85,9.08
SCVG104,M16982,福特新蒙迪欧,116000.0,3265.69,281.53,84,12.23
SWVK203,M16986,别克君越,72000.0,1660.32,230.6,84,10.02
NWVA202,M17671,大众朗行,60000.0,1059.22,176.54,52,12.39
NWVA108,M16964,福特新蒙迪欧,88000.0,2196.52,249.6,84,10.85
NWVA108,M16983,别克GL8,92000.0,2062.64,224.2,83,9.86
SWVU115,M16815,丰田普拉多,300000.0,5917.09,197.24,90,8.0
SWVM113,M16861,福特嘉年华,37000.0,918.37,248.21,87,10.41
SWVM105,M16918,奥迪Q5,97000.0,2261.21,233.11,84,10.13
ECVJ206,M16904,保时捷Cayenne,245000.0,5126.05,209.23,84,9.09
NWVA202,M17720,福特翼虎,84000.0,1422.42,169.34,47,13.15
SWVK112,M16889,福特新蒙迪欧,100000.0,2329.85,232.99,84,10.12
ECVM204,M16808,奥迪A8L,260000.0,5609.1,215.73,87,9.05
SCVB117,M16879,奥迪A6L,176000.0,3905.45,221.9,83,9.76
SWVK109,M16959,奥迪A4L,172000.0,3791.62,220.44,80,10.06
SWVK109,M17008,陆风X7,80000.0,1721.61,215.2,77,10.2
SWVK109,M17024,陆风X7,82000.0,1912.29,233.21,76,11.2
SWVK109,M17086,陆风X7,80000.0,1591.62,198.95,72,10.09
CCVF206,M17316,丰田凯美瑞,70000.0,1446.94,206.71,63,11.98
ECVJ105,M17755,Jeep大切诺基,200000.0,2402.73,120.14,42,10.44
SCVA110,M18010,日产骐达,32000.0,631.47,197.33,30,24.01
ECVJ105,M18051,奔驰GL350（保底10%）,400000.0,4241.6,106.04,28,13.82
NWVQ101,M18082,奥迪A7,240000.0,2591.45,107.98,27,14.6
CCVA127,M18092,宝马Z4,186000.0,1607.87,86.44,26,12.14
ECVJ203,M18207,奥迪A8L,360000.0,2894.53,80.4,21,13.97
CCVA112,M18346,大众朗逸,46000.0,335.89,73.02,14,19.04
ECVA102,Y654,奇瑞eQ1,40000.0,1253.64,313.41,88,13.0
CCVF214,M16797,奔驰E300L,128000.0,2483.94,194.06,86,8.24
ECVA102,Y665,奇瑞eQ1,40000.0,1159.67,289.92,83,12.75
ECVA102,Y674,奇瑞eQ1,40000.0,1159.71,289.93,83,12.75
SCVB106,M16876,现代新胜达,56000.0,1243.21,222.0,82,9.88
SWVK201,M16882,凯迪拉克XTS,196000.0,4793.21,244.55,82,10.89
SWVK113,M16899,大众迈腾,119000.0,2668.41,224.24,81,10.1
SWVU116,M16901,奔驰C200L,214000.0,5179.93,242.05,81,10.91
SWVK107,M17038,奔驰C200,236000.0,5369.15,227.51,75,11.07
SWVM204,M17064,奥迪A4L,120000.0,2424.23,202.02,74,9.96
SWVK101,M17090,奥迪A5,146000.0,2753.77,188.61,68,10.12
ECVJ106,M17112,雪铁龙C3-XR,58000.0,1011.26,174.36,71,8.96
ECVJ110,M17155,别克GL8,120000.0,2067.1,172.26,67,9.38
ECVA102,Y679,奇瑞eQ1,40000.0,912.82,228.21,68,12.25
ECVJ102,M17304,丰田普拉多,210000.0,3502.86,166.8,62,9.82
ECVJ102,M17313,宝马525Li,200000.0,3338.14,166.91,61,9.99
SWVM202,M17327,大众迈腾,91000.0,1684.6,185.12,61,11.08
ECVM214,M17351,宝马X1,122000.0,1939.8,159.0,61,9.51
SWVM116,M17442,奔驰GLK300,166000.0,2893.38,174.3,57,11.16
CCVA135,M17471,凯迪拉克ATS-L,160000.0,2694.68,168.42,55,11.18
SCVB115,M17488,日产天籁,92000.0,1440.87,156.62,55,10.39
ECVA102,Y719,瑞虎3xe,92000.0,1510.32,164.17,51,11.75
ECVA102,Y733,奇瑞eQ1,47000.0,636.71,135.47,43,11.5
ECVA102,Y735,奇瑞eQ1,47000.0,621.89,132.32,42,11.5
CCVF210,M17731,野马,282000.0,3818.28,135.4,43,11.49
ECVS102,M17952,现代名图,79000.0,771.36,97.64,32,11.14
CCVG111,M18009,奥迪A5,232000.0,2661.35,114.71,29,14.44
NCVG104,M18034,奔驰C200L,213000.0,2054.7,96.46,27,13.04
CCVG111,M18138,奥迪Q3,170000.0,1621.14,95.36,24,14.5
SCVB118,M18153,大众途观,108000.0,922.83,85.45,23,13.56
NCVA101,M18162,奥迪A4L,112000.0,865.46,77.27,23,12.26
CCVG111,M18169,奥迪Q3,174000.0,1592.13,91.5,23,14.52
NWVA202,M18170,丰田普拉多,204000.0,1902.48,93.26,23,14.8
NWVA104,M18191,GL8,189000.0,1689.68,89.4,21,15.54
ECVN101,M18234,大众迈腾,108000.0,892.67,82.65,19,15.88
ECVM109,M18260,别克GL8,252000.0,1899.23,75.37,18,15.28
NWVA204,M18291,哈弗H7,92000.0,854.18,92.85,17,19.93
ECVC105,M18350,奔驰威霆,168000.0,795.69,47.36,13,13.3
CCVA101,M18427,大众高尔夫,96000.0,576.0,60.0,10,21.9
ECVM203,M18432,路虎揽胜（保底10%）,1008000.0,3968.32,39.37,10,14.37
SWVK107,M18436,宝马535Li,186000.0,842.7,45.31,10,16.54
CCVF219,M18463,比亚迪S7,50000.0,234.0,46.8,9,18.98
SCVG106,M16731,众泰T600,60000.0,1999.88,333.31,88,13.82
SWVF110,M16772,丰田坦途,216000.0,4395.6,203.5,87,8.54
SCVI101,M16795,丰田Wish,92000.0,2650.95,288.15,86,12.23
ECVJ106,M16799,大众甲壳虫,57000.0,1335.25,234.25,85,10.06
CCVA129,M16814,奔驰E180L,224000.0,5748.33,256.62,85,11.02
SWVK203,M16820,奔驰E200L,179000.0,4486.23,250.63,84,10.89
ECVC107,M16827,大众CC,124000.0,2594.18,209.21,84,9.09
SWVK111,M16831,奥迪A6L,198000.0,4571.91,230.9,84,10.03
SWVB102,M16864,奥迪A6L,184000.0,4166.28,226.43,82,10.08
SWVM112,M16881,奥迪A6L,212000.0,4734.63,223.33,81,10.06
ECVC104,M16883,奔驰GLA200,157000.0,3465.12,220.71,81,9.95
SCVA103,M16980,丰田凯美瑞,90000.0,1720.28,191.14,77,9.06
SCVA103,M17076,丰田凯美瑞,104000.0,1876.53,180.44,72,9.15
SWVK201,M17144,奔驰ML320,273000.0,5475.81,200.58,67,10.93
NWVB110,M17172,现代途胜,56000.0,1153.36,205.96,68,11.06
CCVG104,M17202,奔驰SLK200,90000.0,1623.11,180.35,66,9.97
NCVG103,M17356,奔驰E300L,280000.0,5362.87,191.53,59,11.85
SCVA105,M17388,马自达CX-5,102000.0,1788.46,175.34,59,10.85
NCVH202,M17475,宝马325i,40000.0,592.14,148.04,54,10.01
ECVC107,M17584,宝马525Li,200000.0,3450.47,172.52,49,12.85
NCVH102,M17591,奥迪Q3,118000.0,1643.93,139.32,47,10.82
CCVA136,M17687,奥迪A4L,144000.0,1960.15,136.12,44,11.29
SWVA202,M17746,本田锋范,62000.0,812.83,131.1,41,11.67
SWVU117,M17892,奥迪Q5,184000.0,2040.32,110.89,33,12.26
SWVU104,M17895,大众途锐,134000.0,1404.32,104.8,33,11.59
SCVI112,M17906,本田XR-V,103000.0,1184.81,115.03,32,13.12
SWVK106,M17944,奔驰CLA 200,191000.0,1850.81,96.9,31,11.41
SCVB118,M18025,本田XR-V,92000.0,1332.34,144.82,27,19.58
