城市车商,第几期,车型,众筹金额,分红,每万元分红,天数,收益率,天数乘收益率,收益率除天数
SCVB106,M19031,吉姆尼,61000.0,671.76,110.12,14,28.71,401.94,2.0507142857142857
NCVB103,M19034,奔驰G500,1050000.0,5053.68,48.13,14,12.55,175.70000000000005,0.8964285714285715
ECVM210,M19050,奥迪A4L,152000.0,1008.2,66.33,13,18.62,242.06,1.4323076923076925
NWVB112,M19071,路虎发现4,280000.0,1081.49,38.62,12,11.75,141.0,0.9791666666666666
NCVG103,M19093,奔驰GLC200,272000.0,1205.24,44.31,12,13.48,161.76,1.1233333333333333
SCVA119,M19112,日产轩逸,66000.0,458.89,69.53,10,25.38,253.8,2.5380000000000003
NCVH105,M19204,日产天籁,104000.0,291.2,28.0,6,17.03,102.18,2.8383333333333334
ECVJ206,M19247,宝马320Li,136000.0,599.81,44.1,3,53.66,160.98,17.886666666666667
SWVB111,M17526,福特锐界,200000.0,5000.0,250.0,90,10.14,912.6,0.11266666666666668
SWVB111,M17528,福特锐界,200000.0,5000.0,250.0,90,10.14,912.6,0.11266666666666668
SCVA105,M17539,奥迪A6L,105000.0,2048.84,195.13,89,8.0,712.0,0.0898876404494382
CCVA119,M17544,奥迪A6L,200000.0,3902.0,195.1,89,8.0,712.0,0.0898876404494382
SCVA113,M17578,宝马740Li,196000.0,3780.93,192.9,88,8.0,704.0,0.09090909090909093
SWVM113,M17587,福特福克斯,43000.0,1060.41,246.61,87,10.35,900.4499999999997,0.11896551724137933
SWVB119,M17598,路虎揽胜极光,184000.0,4315.1,234.52,85,10.07,855.95,0.11847058823529412
ECVK101,M17605,宝马X6,280000.0,5858.24,209.22,84,9.09,763.56,0.10821428571428572
ECVK104,M17637,大众迈腾,54000.0,1235.25,228.75,84,9.94,834.9599999999997,0.11833333333333332
ECVJ106,M17638,奔驰E280,72000.0,1647.17,228.77,84,9.94,834.9599999999997,0.11833333333333332
SWVM203,M17717,奥迪A4L,92000.0,2218.31,241.12,81,10.87,880.4699999999997,0.13419753086419753
ECVM108,M17791,奔驰E200L,216000.0,3899.9,180.55,76,8.67,658.92,0.11407894736842104
CCVA129,M17818,奔驰C200L,180000.0,3724.36,206.91,75,10.07,755.25,0.13426666666666667
ECVC105,M17928,保时捷718Boxster,406000.0,8699.78,214.28,70,11.17,781.9,0.15957142857142856
NCVB106,M17968,宝马X3,180000.0,3343.39,185.74,68,9.97,677.96,0.14661764705882355
SWVM117,M18006,现代ix25,76000.0,1572.63,206.93,67,11.27,755.0899999999997,0.1682089552238806
CCVA108,M18014,日产蓝鸟,80000.0,1484.91,185.61,66,10.27,677.8199999999998,0.1556060606060606
CCVA108,M18089,宝马X5,176000.0,3025.58,171.91,63,9.96,627.48,0.15809523809523812
ECVK109,M18196,奥迪A6L,198000.0,3400.93,171.76,57,11.0,627.0,0.19298245614035087
NCVA107,M18212,丰田FJ酷路泽,300000.0,5064.07,168.8,56,11.0,616.0,0.19642857142857145
ECVC105,M18221,领航员,329000.0,5553.66,168.8,56,11.0,616.0,0.19642857142857145
ECVM109,M18364,宝马525Li,276000.0,4279.52,155.06,50,11.32,566.0,0.2264
NWVA108,M18367,大众帕萨特,102000.0,1739.32,170.52,50,12.45,622.5,0.249
ECVM210,M18519,本田奥德赛,116000.0,1393.31,120.11,41,10.69,438.29,0.2607317073170732
SWVF206,M18546,路虎发现3,120000.0,1478.62,123.22,40,11.24,449.6,0.281
SWVK112,M18574,宝马GT535i,182000.0,2197.04,120.72,39,11.3,440.70000000000016,0.28974358974358977
SWVK107,M18706,宝马X3,180000.0,1724.43,95.8,28,12.49,349.72,0.44607142857142856
NCVG101,M18812,奔驰GLK300,200000.0,1580.98,79.05,22,13.11,288.42,0.5959090909090908
NCVB101,M18834,保时捷Cayenne,525000.0,3717.07,70.8,21,12.31,258.51,0.5861904761904763
ECVM108,M18869,宝马730Li,255000.0,2609.95,102.35,20,18.68,373.6,0.934
CCVF202,M18872,奥迪Q5,206000.0,1391.47,67.55,20,12.33,246.6,0.6165
CCVA113,M18886,大众高尔夫,88000.0,763.87,86.8,20,15.84,316.8,0.792
CCVA101,M18901,别克GL8,132000.0,889.04,67.35,19,12.94,245.86,0.6810526315789474
ECVD108,M18976,保时捷Panamera,420000.0,2015.17,47.98,15,11.68,175.2,0.7786666666666666
CCVA130,M18989,宝马330i,185000.0,928.84,50.21,14,13.09,183.26,0.935
NWVB103,M19007,大众途昂,256000.0,1669.45,65.21,14,17.0,238.0,1.2142857142857142
ECVM104,M19018,大众高尔夫,94000.0,726.14,77.25,14,20.14,281.9600000000001,1.4385714285714286
CCVA128,M19037,英菲尼迪EX25,120000.0,750.0,62.5,13,17.55,228.15,1.35
SWVA216,M19075,奔驰C200L,198000.0,931.62,47.05,11,15.61,171.70999999999995,1.419090909090909
ECVM111,M19080,丰田RAV4,106000.0,530.49,50.05,11,16.61,182.71,1.51
SWVG112,M19169,日产骐达,29000.0,164.91,56.87,7,29.65,207.55,4.235714285714286
NCVH105,M19184,福特锐界,176000.0,492.8,28.0,6,17.03,102.18,2.8383333333333334
SCVA122,M17532,丰田汉兰达,116000.0,2237.73,192.91,88,8.0,704.0,0.09090909090909093
CCVG107,M17588,本田雅阁,58000.0,1299.85,224.11,86,9.51,817.86,0.1105813953488372
CCVG107,M17600,大众途观,83000.0,1749.86,210.83,85,9.05,769.2500000000001,0.10647058823529412
NWVA209,M17659,大众甲壳虫,93000.0,2270.57,244.15,82,10.87,891.3399999999997,0.13256097560975608
CCVA126,M17672,宝马520Li,198000.0,4412.05,222.83,81,10.04,813.2399999999999,0.1239506172839506
NWVQ106,M18011,丰田汉兰达,106000.0,2263.92,213.58,65,11.99,779.35,0.18446153846153845
SCVA104,M18140,雷克萨斯IS250,164000.0,2808.34,171.24,60,10.42,625.2,0.17366666666666666
SWVU109,M18525,奔驰C200L,172000.0,2143.64,124.63,40,11.37,454.8,0.28425
NWVB105,M18672,本田奥德赛,175000.0,1692.3,96.7,29,12.17,352.93,0.4196551724137931
NWVB105,M18673,丰田塞纳,196000.0,1909.55,97.43,29,12.26,355.54,0.4227586206896552
NWVB105,M18676,奔驰GLC300,299000.0,2899.47,96.97,29,12.21,354.09000000000015,0.4210344827586207
NWVB105,M18677,保时捷卡宴,374000.0,3699.63,98.92,29,12.45,361.05,0.4293103448275862
NCVA104,M18703,丰田普拉多,315000.0,2842.01,90.22,27,12.2,329.4,0.4518518518518518
CCVF102,M18770,奔驰E260L,160000.0,1147.27,71.7,24,10.91,261.84000000000003,0.4545833333333333
ECVD108,M18881,保时捷 Boxster,182000.0,1156.6,63.55,19,12.21,231.99,0.6426315789473684
ECVJ204,M18891,奔驰C200,200000.0,1486.66,74.33,19,14.28,271.32,0.751578947368421
SWVU109,M18898,奔驰C260L,198000.0,1263.34,63.81,18,12.94,232.92,0.7188888888888889
NWVA105,M18907,丰田普拉多,243000.0,2114.11,87.0,18,17.64,317.52,0.98
SWVU109,M18937,大众POLO,48000.0,425.85,88.72,17,19.05,323.85,1.1205882352941177
ECVD107,M18974,奔驰GLK300,154000.0,924.0,60.0,14,15.64,218.96,1.1171428571428572
SWVM109,M18980,名爵ZS,67000.0,461.79,68.92,14,17.97,251.58,1.2835714285714286
NCVG104,M18986,奔驰E200L,225000.0,1152.84,51.24,14,13.36,187.04,0.9542857142857144
NWVB110,M18995,道奇酷威,112000.0,1417.1,126.53,13,35.52,461.76000000000016,2.7323076923076925
SWVM107,M19045,北京80,150000.0,726.56,48.44,12,14.73,176.76,1.2275
SWVK107,M19063,奔驰GLC260,245000.0,1144.15,46.7,11,15.5,170.5,1.4090909090909092
SWVB113,M19153,奥迪A7,264000.0,1012.24,38.34,5,27.99,139.95,5.598
NCVB102,M17546,保时捷Cayenne,624000.0,14998.91,240.37,83,10.57,877.3100000000003,0.12734939759036146
ECVC107,M17550,保时捷Panamera,336000.0,7244.43,215.61,87,9.05,787.35,0.10402298850574714
CCVA117,M18000,本田奥德赛,98000.0,1783.64,182.0,65,10.22,664.3000000000002,0.15723076923076926
SWVM201,M18615,奥迪Q3,120000.0,1450.64,120.89,36,12.26,441.36,0.3405555555555556
SCVA105,M17452,宝马X5,120000.0,2340.56,195.05,89,8.0,712.0,0.0898876404494382
ECVR106,M17476,本田雅阁,44000.0,858.91,195.21,89,8.01,712.89,0.09
SCVA113,M17486,大众迈腾,96000.0,1851.85,192.9,88,8.0,704.0,0.09090909090909093
NWVA105,M17647,科雷傲,58000.0,1400.56,241.48,81,10.88,881.2800000000003,0.13432098765432102
NWVA108,M17700,丰田兰德酷路泽,388000.0,8949.82,230.67,77,10.93,841.61,0.14194805194805193
SCVB116,M17744,本田CR-V,89000.0,1634.31,183.63,76,8.82,670.32,0.11605263157894735
SWVA202,M17748,睿骋CC,78000.0,1710.26,219.26,75,10.67,800.25,0.14226666666666665
SCVA110,M17990,马自达6,40000.0,662.15,165.54,65,9.3,604.5,0.1430769230769231
SWVM202,M18181,大众途观,74000.0,1380.94,186.61,56,12.16,680.96,0.21714285714285714
ECVN102,M18744,奥迪A6L,150000.0,1292.32,86.15,23,13.67,314.41,0.5943478260869565
NWVB101,M18953,起亚K5,56000.0,925.85,165.33,12,50.29,603.48,4.190833333333333
NCVG105,M19016,本田奥德赛,150000.0,630.35,42.02,11,13.94,153.34,1.267272727272727
NWVA105,M19047,宝马318i,81000.0,732.56,90.44,10,33.01,330.1,3.301
ECVS109,M17464,奥迪A3,105000.0,2025.81,192.93,88,8.0,704.0,0.09090909090909093
NWVA110,M17467,马自达阿特兹,100000.0,1929.0,192.9,88,8.0,704.0,0.09090909090909093
CCVA136,M17490,宝马525Li,217000.0,5065.11,233.42,85,10.02,851.6999999999997,0.11788235294117648
SCVA103,M17511,雷克萨斯RX270,196000.0,4332.84,221.06,87,9.27,806.49,0.10655172413793104
NCVH116,M17657,比亚迪S6,35000.0,753.61,215.32,79,9.95,786.05,0.12594936708860754
NWVB110,M17713,奥迪A6L,56000.0,1291.36,230.6,77,10.93,841.61,0.14194805194805193
NWVB110,M17789,别克GL8,64000.0,1388.63,216.97,72,11.0,792.0,0.1527777777777778
NWVB101,M17795,宝马520Li,168000.0,3643.57,216.88,72,10.99,791.28,0.15263888888888888
NCVG109,M17874,奥迪A7,255000.0,5144.5,201.75,68,10.83,736.44,0.15926470588235295
ECVS109,M18173,MINI,104000.0,1724.48,165.82,55,11.0,605.0,0.2
NWVA105,M18198,雪佛兰迈锐宝,81000.0,1455.68,179.71,53,12.38,656.14,0.23358490566037735
ECVA102,Y753,奇瑞eQ1,40000.0,643.82,160.96,50,11.75,587.5,0.235
ECVD107,M18486,大众尚酷,91000.0,1104.42,121.36,40,11.07,442.8,0.27675
SWVF110,M18539,WEY VV7,112000.0,1281.73,114.44,36,11.6,417.6,0.3222222222222222
CCVF219,M18640,日产轩逸,60000.0,603.66,100.61,33,11.13,367.29,0.3372727272727273
SWVK202,M18877,宝马X3,84000.0,678.86,80.82,16,18.44,295.04,1.1525
NCVA101,M18918,宝马320Li,161000.0,966.0,60.0,14,15.64,218.96,1.1171428571428572
ECVC105,M18945,奔驰G500,686000.0,3184.62,46.42,12,14.12,169.44,1.1766666666666663
NWVQ111,M18947,本田缤智,93000.0,558.15,60.02,12,18.25,219.0,1.5208333333333333
SWVU109,M17418,别克GL8,145000.0,3144.83,216.88,87,9.1,791.6999999999997,0.10459770114942528
SWVA204,M17535,大众途锐,294000.0,5960.85,202.75,81,9.14,740.34,0.11283950617283953
SWVM105,M17553,奥迪A4L,160000.0,3657.62,228.6,84,9.93,834.12,0.11821428571428573
NWVA105,M17624,丰田汉兰达,124000.0,2963.03,238.95,80,10.9,872.0,0.13625
NCVH111,M17936,大众帕萨特,118000.0,2064.71,174.98,64,9.98,638.72,0.1559375
ECVM204,M18111,大众尚酷,108000.0,1789.57,165.7,57,10.61,604.77,0.18614035087719294
CCVF105,M18167,大众凌渡,70000.0,1160.71,165.82,55,11.0,605.0,0.2
NCVH111,M18407,大众帕萨特,95000.0,1237.22,130.23,43,11.05,475.15,0.2569767441860465
SCVB114,M18551,丰田RAV4,124000.0,1359.15,109.61,35,11.43,400.05,0.32657142857142857
NWVA104,M18835,奥迪Q5,174000.0,1369.59,78.71,16,17.96,287.36,1.1225
SCVB114,M18885,丰田卡罗拉,66000.0,584.1,88.5,15,21.54,323.1,1.436
NWVB101,M18950,雪佛兰迈锐宝,56000.0,790.4,141.14,10,51.52,515.2,5.152
SWVU109,M18964,宝马218i,152000.0,703.94,46.31,10,16.9,169.0,1.69
SWVU106,M19012,保时捷Cayenne,315000.0,1372.7,43.58,9,17.67,159.03000000000003,1.9633333333333336
NCVH102,M19040,奥迪A6L,186000.0,669.6,36.0,8,16.43,131.44,2.05375
NCVG106,M19082,路虎揽胜运动,273000.0,828.03,30.33,6,18.45,110.7,3.075
SCVA113,M19122,大众迈腾,144000.0,559.04,38.82,3,47.23,141.69,15.743333333333332
ECVR109,M17364,凯迪拉克SRX,160000.0,3121.96,195.12,89,8.0,712.0,0.0898876404494382
ECVM118,M17383,奔驰S300L,280000.0,5461.3,195.05,89,8.0,712.0,0.0898876404494382
SCVG106,M17391,开瑞K50S,44000.0,999.93,227.26,90,9.22,829.8000000000003,0.10244444444444444
SCVG106,M17393,开瑞K60,57000.0,1999.94,350.87,90,14.23,1280.7,0.15811111111111112
SCVG106,M17417,众泰T700,107000.0,2999.91,280.37,90,11.37,1023.3,0.12633333333333333
SCVG106,M17436,众泰T600,79000.0,1999.71,253.13,89,10.38,923.82,0.11662921348314607
SCVG104,M17462,本田思域,36000.0,963.48,267.63,87,11.23,977.01,0.12908045977011495
CCVF211,M17465,奔驰GLK300,179000.0,3814.12,213.08,85,9.15,777.75,0.10764705882352943
NWVA110,M17484,北京40,52000.0,1376.1,264.63,86,11.23,965.78,0.13058139534883725
SCVA103,M17493,丰田RAV4,116000.0,2571.28,221.66,85,9.52,809.1999999999997,0.112
SWVM101,M17497,福特翼虎,100000.0,2329.66,232.97,84,10.12,850.0799999999997,0.12047619047619047
ECVS101,M17501,起亚K3,50000.0,1157.21,231.44,85,9.94,844.9,0.11694117647058826
NCVG101,M17509,别克GL8,160000.0,3977.64,248.6,84,10.8,907.2,0.1285714285714286
NWVQ109,M17562,奔驰C200L,202000.0,5385.45,266.61,82,11.87,973.34,0.1447560975609756
CCVF213,M17580,MINI,82000.0,1832.01,223.42,82,9.94,815.0799999999997,0.12121951219512195
NWVA105,M17601,凯迪拉克XTS,151000.0,3939.81,260.91,80,11.9,952.0,0.14875
NWVA105,M17794,大众甲壳虫,115000.0,2439.53,212.13,70,11.06,774.2,0.158
CCVA109,M17927,丰田凯美瑞,124000.0,2211.76,178.37,64,10.17,650.88,0.15890625
ECVM203,M17970,路虎揽胜,732000.0,15399.58,210.38,62,12.39,768.1800000000003,0.19983870967741935
SCVI111,M18250,奥迪A6L,150000.0,2680.15,178.68,49,13.31,652.19,0.2716326530612245
CCVA109,M18300,本田雅阁,120000.0,1747.45,145.62,47,11.31,531.57,0.2406382978723404
CCVF105,M18320,猎豹CS10,54000.0,767.58,142.14,47,11.04,518.88,0.2348936170212766
CCVF110,M18508,奔驰E260L,196000.0,2146.38,109.51,36,11.1,399.6,0.3083333333333333
SWVU108,M18530,丰田Fortuner,160000.0,1760.69,110.04,35,11.48,401.8,0.32799999999999996
CCVA138,M18618,WEY VV7,124000.0,1253.02,101.05,32,11.53,368.96,0.3603125
CCVG108,M18689,奔驰C260,116000.0,864.36,74.51,23,11.83,272.09,0.5143478260869565
SWVG106,M18783,宝马320Li,176000.0,1255.18,71.32,18,14.46,260.28000000000003,0.8033333333333333
CCVA129,M18839,保时捷718Cayman,204000.0,1087.57,53.31,15,12.97,194.55,0.8646666666666667
SWVM209,M18844,宝马525Li,150000.0,856.93,57.13,15,13.9,208.5,0.9266666666666666
SWVG106,M18892,保时捷Boxster,200000.0,1122.64,56.13,13,15.76,204.88,1.2123076923076923
ECVC107,M18923,宝马X1,176000.0,1188.43,67.52,12,20.54,246.48,1.711666666666667
ECVN103,M18971,奥迪A4L,188000.0,963.21,51.23,9,20.78,187.02,2.308888888888889
SWVU116,M18998,路虎揽胜运动,216000.0,978.57,45.3,8,20.67,165.36,2.58375
SCVB106,M17410,别克君越,58000.0,1131.96,195.17,89,8.0,712.0,0.0898876404494382
SCVB116,M17421,马自达6,50000.0,965.0,193.0,88,8.01,704.88,0.09102272727272727
NCVG102,M17456,捷豹XF,220000.0,4954.76,225.22,85,9.67,821.95,0.11376470588235292
SWVF110,M17552,西雅特LEON,56000.0,1139.93,203.56,82,9.06,742.9200000000003,0.11048780487804878
SWVM117,M17581,哈弗H6,50000.0,1145.52,229.1,81,10.32,835.9200000000003,0.1274074074074074
ECVS101,M17759,大众速腾,50000.0,969.04,193.81,71,9.96,707.1600000000003,0.14028169014084507
ECVE102,M17801,沃尔沃S80L,113000.0,2129.23,188.43,69,9.97,687.9300000000003,0.14449275362318842
ECVM203,M17942,路虎揽胜,750000.0,15799.58,210.66,62,12.4,768.8000000000003,0.2
ECVA102,Y754,奇瑞eQ1,40000.0,592.25,148.06,47,11.5,540.5,0.24468085106382975
ECVA102,Y755,奇瑞eQ1,40000.0,592.3,148.08,47,11.5,540.5,0.24468085106382975
SWVU113,M18352,丰田凯美瑞,107000.0,1549.36,144.8,43,12.29,528.4699999999998,0.2858139534883721
ECVM214,M18408,科雷傲,62000.0,779.41,125.71,41,11.19,458.79,0.27292682926829265
SWVM117,M18417,雪佛兰科沃兹,54000.0,697.36,129.14,40,11.78,471.2,0.2945
CCVG104,M18448,奔驰E300,120000.0,1420.85,118.4,39,11.08,432.12,0.2841025641025641
ECVC102,M18572,英菲尼迪ESQ,70000.0,683.52,97.65,32,11.14,356.48,0.348125
CCVF219,M18642,日产轩逸,38000.0,380.16,100.04,30,12.17,365.1,0.4056666666666667
SWVM117,M18652,起亚K3,51000.0,549.41,107.73,30,13.11,393.3,0.43700000000000006
ECVJ105,M18767,路虎揽胜运动,424000.0,3023.58,71.31,18,14.46,260.28000000000003,0.8033333333333333
SWVM116,M18782,大众凌渡,78000.0,652.4,83.64,18,16.96,305.2800000000001,0.9422222222222224
ECVM102,M18801,Jeep自由侠,82000.0,927.42,113.1,15,27.52,412.8,1.834666666666667
SCVA111,M18819,奥迪A6L,188000.0,1348.73,71.74,15,17.46,261.90000000000003,1.164
NCVB101,M18830,路虎发现4,455000.0,2189.49,48.12,14,12.55,175.70000000000005,0.8964285714285715
SCVB106,M18908,猎豹Q6,59000.0,899.32,152.43,12,46.36,556.3199999999998,3.863333333333333
SWVU110,M18931,奥迪A4L,126000.0,639.06,50.72,11,16.83,185.13,1.5299999999999998
SCVG102,M19014,丰田卡罗拉,86000.0,430.0,50.0,7,26.07,182.49,3.724285714285714
SCVG102,M19015,本田锋范,62000.0,310.0,50.0,7,26.07,182.49,3.724285714285714
NWVQ101,M19056,丰田汉兰达,121000.0,409.26,33.82,5,24.69,123.45,4.9380000000000015
SCVG102,M19087,日产奇骏,140000.0,425.78,30.41,4,27.75,111.0,6.9375
SCVG102,M19088,启辰D60,64000.0,194.77,30.43,4,27.77,111.08,6.9425
ECVJ203,M19105,丰田兰德酷路泽,488000.0,1597.41,32.73,2,59.74,119.48,29.87
ECVM118,M17337,凯迪拉克SRX,152000.0,2965.83,195.12,89,8.0,712.0,0.0898876404494382
CCVA123,M17341,丰田普拉多,152000.0,2931.85,192.88,88,8.0,704.0,0.09090909090909093
SCVB114,M17368,丰田卡罗拉,70000.0,1365.88,195.13,89,8.0,712.0,0.0898876404494382
SWVU112,M17397,保时捷Macan,340000.0,8600.14,252.95,85,10.86,923.1,0.12776470588235295
ECVM210,M17404,丰田汉兰达,132000.0,2847.74,215.74,87,9.05,787.35,0.10402298850574714
SWVM201,M17629,哈弗H7,85000.0,1974.75,232.32,77,11.01,847.77,0.142987012987013
NWVA105,M17752,帕杰罗·劲畅,160000.0,3382.48,211.41,70,11.02,771.4,0.15742857142857142
NCVA101,M17869,宝马118i,98000.0,1741.2,177.67,65,9.98,648.7,0.15353846153846154
NWVB110,M18026,别克昂科拉,64000.0,1125.95,175.93,57,11.27,642.39,0.197719298245614
CCVF107,M18204,丰田埃尔法,287000.0,4248.36,148.03,49,11.03,540.4699999999998,0.2251020408163265
NWVB105,M18577,奔驰CLS300,238000.0,2254.02,94.71,31,11.15,345.65000000000015,0.3596774193548387
NWVB105,M18579,奔驰E200,270000.0,2556.51,94.69,31,11.15,345.65000000000015,0.3596774193548387
SCVA113,M18662,丰田凯美瑞,96000.0,999.69,104.13,24,15.84,380.16,0.66
SWVU118,M18737,本田雅阁,88000.0,842.4,95.73,19,18.39,349.41,0.9678947368421053
ECVC105,M18766,奔驰GLC200,210000.0,1214.37,57.83,17,12.42,211.14,0.7305882352941176
SWVK106,M18780,宝马320Li,176000.0,1058.47,60.14,17,12.91,219.47,0.7594117647058823
NWVA105,M18823,大众甲壳虫,135000.0,1135.93,84.14,14,21.94,307.16,1.5671428571428572
ECVC105,M18831,奔驰GLC260,255000.0,1207.77,47.36,13,13.3,172.9,1.0230769230769232
SWVG107,M18852,瑞虎3,34000.0,260.89,76.73,13,21.54,280.02,1.6569230769230767
SWVM204,M18867,本田思域,109000.0,563.03,51.65,12,15.71,188.52,1.3091666666666668
CCVA121,M18876,猎豹CS9,52000.0,312.0,60.0,12,18.25,219.0,1.5208333333333333
SWVB107,M18921,路虎揽胜极光,194000.0,887.19,45.73,10,16.69,166.9,1.669
SWVU118,M18932,哈弗H2,44000.0,243.03,55.23,10,20.16,201.6,2.016
SWVA102,M18934,宝马730Li,344000.0,1542.53,44.84,10,16.37,163.70000000000005,1.6369999999999998
SWVU117,M18988,丰田普拉多,288000.0,1212.48,42.1,6,25.61,153.66,4.2683333333333335
SCVB112,M19032,现代途胜,92000.0,562.55,61.15,5,44.64,223.2,8.927999999999999
SCVA112,M17358,丰田皇冠,128000.0,2468.62,192.86,88,8.0,704.0,0.09090909090909093
SCVG102,M18828,本田冠道,221000.0,1166.93,52.8,13,14.83,192.79,1.1407692307692308
CCVF209,M18842,大众途观,72000.0,409.81,56.92,12,17.31,207.72,1.4425
SCVG102,M19013,丰田卡罗拉,86000.0,273.65,31.82,5,23.23,116.15,4.646
SWVA202,M17308,日产天籁,34000.0,663.82,195.24,89,8.01,712.89,0.09
SCVI105,M17317,现代朗动,60000.0,1170.94,195.16,89,8.0,712.0,0.0898876404494382
ECVC104,M17318,路虎神行者2,100000.0,1951.0,195.1,89,8.0,712.0,0.0898876404494382
SCVA119,M17354,日产轩逸,62000.0,1195.98,192.9,88,8.0,704.0,0.09090909090909093
NWVA110,M17372,大众途观,118000.0,3451.67,292.51,87,12.27,1067.49,0.14103448275862068
NWVA202,M18395,大众途观,80000.0,1076.97,134.62,38,12.93,491.34,0.3402631578947368
SCVI102,M18749,福特福睿斯,56000.0,476.0,85.0,16,19.39,310.24,1.211875
NWVB110,M18994,别克君越,80000.0,762.68,95.33,4,86.99,347.96,21.7475
SCVA114,M17288,奥迪A4L,108000.0,2082.89,192.86,88,8.0,704.0,0.09090909090909093
SWVF108,M17331,丰田锐志,60000.0,1291.26,215.21,87,9.03,785.6099999999999,0.10379310344827586
SCVG104,M17353,马自达3星骋,52000.0,1515.8,291.5,87,12.23,1064.01,0.14057471264367816
SWVF110,M17403,现代ix35,76000.0,1511.7,198.91,85,8.54,725.9,0.1004705882352941
NWVB104,M17654,宝马X5,184000.0,3940.48,214.16,71,11.01,781.71,0.15507042253521128
NWVQ109,M17692,长安CS75,72000.0,1541.65,214.12,71,11.01,781.71,0.15507042253521128
NCVG106,M17699,保时捷Cayenne,261000.0,5418.64,207.61,70,10.83,758.1,0.15471428571428572
ECVA102,Y744,奇瑞eQ1,47000.0,911.65,193.97,59,12.0,708.0,0.2033898305084746
SWVK112,M17934,大众迈腾,94000.0,1684.85,179.24,58,11.28,654.24,0.19448275862068964
SCVA115,M18042,丰田普拉多,182000.0,2802.14,153.96,53,10.6,561.8,0.2
ECVA102,Y746,奇瑞eQ1,47000.0,786.72,167.39,52,11.75,611.0,0.2259615384615385
NCVH202,M18235,奥迪A4L,88000.0,1198.88,136.24,45,11.05,497.25000000000006,0.2455555555555556
CCVA137,M18252,别克英朗,50000.0,673.06,134.61,44,11.17,491.48,0.25386363636363635
SCVB118,M18334,马自达阿特兹,62000.0,1589.98,256.45,41,22.83,936.03,0.5568292682926829
NCVB101,M18365,奔驰GLE320,434000.0,5138.83,118.41,39,11.08,432.12,0.2841025641025641
NWVB108,M18372,丰田普拉多,200000.0,2690.05,134.5,38,12.92,490.96,0.34
ECVD107,M18400,大众迈腾,130000.0,1528.06,117.54,37,11.6,429.2,0.31351351351351353
ECVJ204,M18442,奔驰C300,140000.0,1550.4,110.74,35,11.55,404.25,0.33
NCVG105,M18453,奔驰E200L,148000.0,1821.58,123.08,35,12.84,449.4,0.3668571428571428
SWVM111,M18518,奥迪Q5,120000.0,1241.28,103.44,30,12.59,377.7,0.4196666666666667
SWVM121,M18542,福特新蒙迪欧,98000.0,989.39,100.96,29,12.71,368.59,0.4382758620689656
NWVQ109,M18584,雪佛兰科鲁兹,39000.0,434.51,111.41,28,14.52,406.56,0.5185714285714286
SCVA103,M18760,丰田锐志,128000.0,752.74,58.81,14,15.33,214.62,1.095
SWVU116,M18813,丰田普拉多,266000.0,1304.57,49.04,11,16.27,178.97,1.479090909090909
SWVM207,M18967,大众帕萨特,80000.0,380.0,47.5,4,43.34,173.36,10.835
CCVA119,M17239,奔驰GLC200,210000.0,4142.1,197.24,90,8.0,720.0,0.08888888888888889
CCVA107,M17255,Smart Fortwo,80000.0,1578.01,197.25,90,8.0,720.0,0.08888888888888889
